Datas,Cidades,Estados,Geocode
2020-04-13,oeiras do pará,PA,1505205.0
2020-04-13,paranaguá,PR,4118204.0
2020-04-13,parintins,AM,1303403.0
2020-04-13,porto real do colégio,AL,2707503.0
2020-04-13,porto velho,RO,1100205.0
2020-04-13,propriá,SE,2805703.0
2020-04-13,rio grande,RS,4315602.0
2020-04-13,salvador,BA,2927408.0
2020-04-13,santana,AP,1600600.0
2020-04-13,santarém,PA,1506807.0
2020-04-13,santo antônio do içá,AM,1303700.0
2020-04-13,são gabriel da cachoeira,AM,1303809.0
2020-04-13,são josé de ribamar,MA,2111201.0
2020-04-13,são luís,MA,2111300.0
2020-04-13,são paulo de olivença,AM,1303908.0
2020-04-13,tabatinga,AM,1304062.0
2020-04-13,tefé,AM,1304203.0
2020-04-13,tonantins,AM,1304237.0
2020-04-13,tucuruí,PA,1508100.0
2020-04-13,vera cruz,BA,2933208.0
2020-04-14,abaetetuba,PA,1500107.0
2020-04-14,acará,PA,1500206.0
2020-04-14,altamira,PA,1500602.0
2020-04-14,anamã,AM,1300086.0
2020-04-14,angra dos reis,RJ,3300100.0
2020-04-14,anori,AM,1300102.0
2020-04-14,areia branca,RN,2401107.0
2020-04-14,barcarena,PA,1501303.0
2020-04-14,belém,PA,1501402.0
2020-04-14,cametá,PA,1502103.0
2020-04-14,careiro da várzea,AM,1301159.0
2020-04-14,cruzeiro do sul,AC,1200203.0
2020-04-14,icatu,MA,2105104.0
2020-04-14,imperatriz,MA,2105302.0
2020-04-14,iranduba,AM,1301852.0
2020-04-14,itacoatiara,AM,1301902.0
2020-04-14,itaituba,PA,1503606.0
2020-04-14,itapiranga,SC,4208401.0
2020-04-14,jutaí,AM,1302306.0
2020-04-14,laguna,SC,4209409.0
2020-04-14,lábrea,AM,1302405.0
2020-04-14,macapá,AP,1600303.0
2020-04-14,manacapuru,AM,1302504.0
2020-04-14,manaus,AM,1302603.0
2020-04-14,mangaratiba,RJ,3302601.0
2020-04-14,manicoré,AM,1302702.0
2020-04-14,marabá,PA,1504208.0
2020-04-14,maués,AM,1302900.0
2020-04-14,novo airão,AM,1303205.0
2020-04-14,oeiras do pará,PA,1505205.0
2020-04-14,paranaguá,PR,4118204.0
2020-04-14,parintins,AM,1303403.0
2020-04-14,porto real do colégio,AL,2707503.0
2020-04-14,porto velho,RO,1100205.0
2020-04-14,propriá,SE,2805703.0
2020-04-14,rio grande,RS,4315602.0
2020-04-14,salvador,BA,2927408.0
2020-04-14,santana,AP,1600600.0
2020-04-14,santarém,PA,1506807.0
2020-04-14,santo antônio do içá,AM,1303700.0
2020-04-14,são gabriel da cachoeira,AM,1303809.0
2020-04-14,são josé de ribamar,MA,2111201.0
2020-04-14,são luís,MA,2111300.0
2020-04-14,são paulo de olivença,AM,1303908.0
2020-04-14,tabatinga,AM,1304062.0
2020-04-14,tefé,AM,1304203.0
2020-04-14,tonantins,AM,1304237.0
2020-04-14,tucumã,PA,1508084.0
2020-04-14,tucuruí,PA,1508100.0
2020-04-14,vera cruz,BA,2933208.0
2020-04-14,vitória do jari,AP,1600808.0
2020-04-14,óbidos,PA,1505106.0
2020-04-15,abaetetuba,PA,1500107.0
2020-04-15,acará,PA,1500206.0
2020-04-15,altamira,PA,1500602.0
2020-04-15,anamã,AM,1300086.0
2020-04-15,angra dos reis,RJ,3300100.0
2020-04-15,anori,AM,1300102.0
2020-04-15,areia branca,RN,2401107.0
2020-04-15,barcarena,PA,1501303.0
2020-04-15,belém,PA,1501402.0
2020-04-15,cachoeira do arari,PA,1502004.0
2020-04-15,cametá,PA,1502103.0
2020-04-15,careiro da várzea,AM,1301159.0
2020-04-15,cruzeiro do sul,AC,1200203.0
2020-04-15,curralinho,PA,1502806.0
2020-04-15,icatu,MA,2105104.0
2020-04-15,imperatriz,MA,2105302.0
2020-04-15,iranduba,AM,1301852.0
2020-04-15,itacoatiara,AM,1301902.0
2020-04-15,itaituba,PA,1503606.0
2020-04-15,itapiranga,SC,4208401.0
2020-04-15,juruti,PA,1503903.0
2020-04-15,jutaí,AM,1302306.0
2020-04-15,laguna,SC,4209409.0
2020-04-15,laranjal do jari,AP,1600279.0
2020-04-15,lábrea,AM,1302405.0
2020-04-15,macapá,AP,1600303.0
2020-04-15,manacapuru,AM,1302504.0
2020-04-15,manaus,AM,1302603.0
2020-04-15,mangaratiba,RJ,3302601.0
2020-04-15,manicoré,AM,1302702.0
2020-04-15,marabá,PA,1504208.0
2020-04-15,maués,AM,1302900.0
2020-04-15,monte alegre,PA,1504802.0
2020-04-15,muaná,PA,1504901.0
2020-04-15,novo airão,AM,1303205.0
2020-04-15,oeiras do pará,PA,1505205.0
2020-04-15,paranaguá,PR,4118204.0
2020-04-15,parintins,AM,1303403.0
2020-04-15,porto real do colégio,AL,2707503.0
2020-04-15,porto velho,RO,1100205.0
2020-04-15,propriá,SE,2805703.0
2020-04-15,rio grande,RS,4315602.0
2020-04-15,salvador,BA,2927408.0
2020-04-15,santana,AP,1600600.0
2020-04-15,santarém,PA,1506807.0
2020-04-15,santo antônio do içá,AM,1303700.0
2020-04-15,são gabriel da cachoeira,AM,1303809.0
2020-04-15,são josé de ribamar,MA,2111201.0
2020-04-15,são luís,MA,2111300.0
2020-04-15,são paulo de olivença,AM,1303908.0
2020-04-15,tabatinga,AM,1304062.0
2020-04-15,tefé,AM,1304203.0
2020-04-15,tonantins,AM,1304237.0
2020-04-15,tucumã,PA,1508084.0
2020-04-15,tucuruí,PA,1508100.0
2020-04-15,vera cruz,BA,2933208.0
2020-04-15,vitória do jari,AP,1600808.0
2020-04-15,óbidos,PA,1505106.0
2020-04-16,abaetetuba,PA,1500107.0
2020-04-16,acará,PA,1500206.0
2020-04-16,altamira,PA,1500602.0
2020-04-16,anamã,AM,1300086.0
2020-04-16,angra dos reis,RJ,3300100.0
2020-04-16,anori,AM,1300102.0
2020-04-16,areia branca,RN,2401107.0
2020-04-16,barcarena,PA,1501303.0
2020-04-16,belém,PA,1501402.0
2020-04-16,cachoeira do arari,PA,1502004.0
2020-04-16,cametá,PA,1502103.0
2020-04-16,carauari,AM,1301001.0
2020-04-16,careiro da várzea,AM,1301159.0
2020-04-16,cruzeiro do sul,AC,1200203.0
2020-04-16,curralinho,PA,1502806.0
2020-04-16,icatu,MA,2105104.0
2020-04-16,imperatriz,MA,2105302.0
2020-04-16,iranduba,AM,1301852.0
2020-04-16,itacoatiara,AM,1301902.0
2020-04-16,itaituba,PA,1503606.0
2020-04-16,itapiranga,SC,4208401.0
2020-04-16,juruti,PA,1503903.0
2020-04-16,jutaí,AM,1302306.0
2020-04-16,laguna,SC,4209409.0
2020-04-16,laranjal do jari,AP,1600279.0
2020-04-16,lábrea,AM,1302405.0
2020-04-16,macapá,AP,1600303.0
2020-04-16,manacapuru,AM,1302504.0
2020-04-16,manaus,AM,1302603.0
2020-04-16,mangaratiba,RJ,3302601.0
2020-04-16,manicoré,AM,1302702.0
2020-04-16,marabá,PA,1504208.0
2020-04-16,maués,AM,1302900.0
2020-04-16,monte alegre,PA,1504802.0
2020-04-16,muaná,PA,1504901.0
2020-04-16,novo airão,AM,1303205.0
2020-04-16,oeiras do pará,PA,1505205.0
2020-04-16,paranaguá,PR,4118204.0
2020-04-16,parintins,AM,1303403.0
2020-04-16,porto real do colégio,AL,2707503.0
2020-04-16,porto velho,RO,1100205.0
2020-04-16,propriá,SE,2805703.0
2020-04-16,rio grande,RS,4315602.0
2020-04-16,salvador,BA,2927408.0
2020-04-16,santana,AP,1600600.0
2020-04-16,santarém,PA,1506807.0
2020-04-16,santo antônio do içá,AM,1303700.0
2020-04-16,são gabriel da cachoeira,AM,1303809.0
2020-04-16,são josé de ribamar,MA,2111201.0
2020-04-16,são luís,MA,2111300.0
2020-04-16,são paulo de olivença,AM,1303908.0
2020-04-16,tabatinga,AM,1304062.0
2020-04-16,tefé,AM,1304203.0
2020-04-16,tonantins,AM,1304237.0
2020-04-16,tucumã,PA,1508084.0
2020-04-16,tucuruí,PA,1508100.0
2020-04-16,vera cruz,BA,2933208.0
2020-04-16,vitória do jari,AP,1600808.0
2020-04-16,óbidos,PA,1505106.0
2020-04-17,abaetetuba,PA,1500107.0
2020-04-17,acará,PA,1500206.0
2020-04-17,afuá,PA,1500305.0
2020-04-17,altamira,PA,1500602.0
2020-04-17,anamã,AM,1300086.0
2020-04-17,angra dos reis,RJ,3300100.0
2020-04-17,anori,AM,1300102.0
2020-04-17,areia branca,RN,2401107.0
2020-04-17,barcarena,PA,1501303.0
2020-04-17,belém,PA,1501402.0
2020-04-17,cachoeira do arari,PA,1502004.0
2020-04-17,cametá,PA,1502103.0
2020-04-17,carauari,AM,1301001.0
2020-04-17,careiro da várzea,AM,1301159.0
2020-04-17,coari,AM,1301209.0
2020-04-17,cruzeiro do sul,AC,1200203.0
2020-04-17,curralinho,PA,1502806.0
2020-04-17,icatu,MA,2105104.0
2020-04-17,imperatriz,MA,2105302.0
2020-04-17,iranduba,AM,1301852.0
2020-04-17,itacoatiara,AM,1301902.0
2020-04-17,itaituba,PA,1503606.0
2020-04-17,itapiranga,SC,4208401.0
2020-04-17,juruti,PA,1503903.0
2020-04-17,jutaí,AM,1302306.0
2020-04-17,laguna,SC,4209409.0
2020-04-17,laranjal do jari,AP,1600279.0
2020-04-17,lábrea,AM,1302405.0
2020-04-17,macapá,AP,1600303.0
2020-04-17,manacapuru,AM,1302504.0
2020-04-17,manaus,AM,1302603.0
2020-04-17,mangaratiba,RJ,3302601.0
2020-04-17,manicoré,AM,1302702.0
2020-04-17,marabá,PA,1504208.0
2020-04-17,maués,AM,1302900.0
2020-04-17,monte alegre,PA,1504802.0
2020-04-17,muaná,PA,1504901.0
2020-04-17,novo airão,AM,1303205.0
2020-04-17,oeiras do pará,PA,1505205.0
2020-04-17,paranaguá,PR,4118204.0
2020-04-17,parintins,AM,1303403.0
2020-04-17,porto real do colégio,AL,2707503.0
2020-04-17,porto velho,RO,1100205.0
2020-04-17,propriá,SE,2805703.0
2020-04-17,rio grande,RS,4315602.0
2020-04-17,salvador,BA,2927408.0
2020-04-17,santana,AP,1600600.0
2020-04-17,santarém,PA,1506807.0
2020-04-17,santo antônio do içá,AM,1303700.0
2020-04-17,são gabriel da cachoeira,AM,1303809.0
2020-04-17,são josé de ribamar,MA,2111201.0
2020-04-17,são luís,MA,2111300.0
2020-04-17,são paulo de olivença,AM,1303908.0
2020-04-17,tabatinga,AM,1304062.0
2020-04-17,tefé,AM,1304203.0
2020-04-17,tonantins,AM,1304237.0
2020-04-17,tucumã,PA,1508084.0
2020-04-17,tucuruí,PA,1508100.0
2020-04-17,vera cruz,BA,2933208.0
2020-04-17,vitória do jari,AP,1600808.0
2020-04-17,óbidos,PA,1505106.0
2020-04-18,abaetetuba,PA,1500107.0
2020-04-18,acará,PA,1500206.0
2020-04-18,afuá,PA,1500305.0
2020-04-18,alcântara,MA,2100204.0
2020-04-18,altamira,PA,1500602.0
2020-04-18,anamã,AM,1300086.0
2020-04-18,angra dos reis,RJ,3300100.0
2020-04-18,anori,AM,1300102.0
2020-04-18,areia branca,RN,2401107.0
2020-04-18,barcarena,PA,1501303.0
2020-04-18,belém,PA,1501402.0
2020-04-18,cachoeira do arari,PA,1502004.0
2020-04-18,cametá,PA,1502103.0
2020-04-18,carauari,AM,1301001.0
2020-04-18,careiro da várzea,AM,1301159.0
2020-04-18,coari,AM,1301209.0
2020-04-18,cruzeiro do sul,AC,1200203.0
2020-04-18,curralinho,PA,1502806.0
2020-04-18,icatu,MA,2105104.0
2020-04-18,imperatriz,MA,2105302.0
2020-04-18,iranduba,AM,1301852.0
2020-04-18,itacoatiara,AM,1301902.0
2020-04-18,itaituba,PA,1503606.0
2020-04-18,itapiranga,SC,4208401.0
2020-04-18,juruti,PA,1503903.0
2020-04-18,jutaí,AM,1302306.0
2020-04-18,laguna,SC,4209409.0
2020-04-18,laranjal do jari,AP,1600279.0
2020-04-18,lábrea,AM,1302405.0
2020-04-18,macapá,AP,1600303.0
2020-04-18,manacapuru,AM,1302504.0
2020-04-18,manaus,AM,1302603.0
2020-04-18,mangaratiba,RJ,3302601.0
2020-04-18,manicoré,AM,1302702.0
2020-04-18,marabá,PA,1504208.0
2020-04-18,maués,AM,1302900.0
2020-04-18,monte alegre,PA,1504802.0
2020-04-18,muaná,PA,1504901.0
2020-04-18,novo airão,AM,1303205.0
2020-04-18,oeiras do pará,PA,1505205.0
2020-04-18,paranaguá,PR,4118204.0
2020-04-18,parintins,AM,1303403.0
2020-04-18,porto real do colégio,AL,2707503.0
2020-04-18,porto velho,RO,1100205.0
2020-04-18,propriá,SE,2805703.0
2020-04-18,rio grande,RS,4315602.0
2020-04-18,salvador,BA,2927408.0
2020-04-18,santa isabel do rio negro,AM,1303601.0
2020-04-18,santana,AP,1600600.0
2020-04-18,santarém,PA,1506807.0
2020-04-18,santo antônio do içá,AM,1303700.0
2020-04-18,são gabriel da cachoeira,AM,1303809.0
2020-04-18,são josé de ribamar,MA,2111201.0
2020-04-18,são luís,MA,2111300.0
2020-04-18,são paulo de olivença,AM,1303908.0
2020-04-18,tabatinga,AM,1304062.0
2020-04-18,tefé,AM,1304203.0
2020-04-18,tonantins,AM,1304237.0
2020-04-18,tucumã,PA,1508084.0
2020-04-18,tucuruí,PA,1508100.0
2020-04-18,vera cruz,BA,2933208.0
2020-04-18,vitória do jari,AP,1600808.0
2020-04-18,óbidos,PA,1505106.0
2020-04-19,abaetetuba,PA,1500107.0
2020-04-19,acará,PA,1500206.0
2020-04-19,afuá,PA,1500305.0
2020-04-19,alcântara,MA,2100204.0
2020-04-19,altamira,PA,1500602.0
2020-04-19,anamã,AM,1300086.0
2020-04-19,angra dos reis,RJ,3300100.0
2020-04-19,anori,AM,1300102.0
2020-04-19,areia branca,RN,2401107.0
2020-04-19,barcarena,PA,1501303.0
2020-04-19,belém,PA,1501402.0
2020-04-19,cachoeira do arari,PA,1502004.0
2020-04-19,cametá,PA,1502103.0
2020-04-19,canutama,AM,1300904.0
2020-04-19,carauari,AM,1301001.0
2020-04-19,careiro da várzea,AM,1301159.0
2020-04-19,coari,AM,1301209.0
2020-04-19,cruzeiro do sul,AC,1200203.0
2020-04-19,curralinho,PA,1502806.0
2020-04-19,icatu,MA,2105104.0
2020-04-19,imperatriz,MA,2105302.0
2020-04-19,iranduba,AM,1301852.0
2020-04-19,itacoatiara,AM,1301902.0
2020-04-19,itaituba,PA,1503606.0
2020-04-19,itapiranga,SC,4208401.0
2020-04-19,juruti,PA,1503903.0
2020-04-19,juruá,AM,1302207.0
2020-04-19,jutaí,AM,1302306.0
2020-04-19,laguna,SC,4209409.0
2020-04-19,laranjal do jari,AP,1600279.0
2020-04-19,lábrea,AM,1302405.0
2020-04-19,macapá,AP,1600303.0
2020-04-19,manacapuru,AM,1302504.0
2020-04-19,manaus,AM,1302603.0
2020-04-19,mangaratiba,RJ,3302601.0
2020-04-19,manicoré,AM,1302702.0
2020-04-19,marabá,PA,1504208.0
2020-04-19,maués,AM,1302900.0
2020-04-19,monte alegre,PA,1504802.0
2020-04-19,muaná,PA,1504901.0
2020-04-19,novo airão,AM,1303205.0
2020-04-19,oeiras do pará,PA,1505205.0
2020-04-19,paranaguá,PR,4118204.0
2020-04-19,parintins,AM,1303403.0
2020-04-19,porto real do colégio,AL,2707503.0
2020-04-19,porto velho,RO,1100205.0
2020-04-19,propriá,SE,2805703.0
2020-04-19,rio grande,RS,4315602.0
2020-04-19,salvador,BA,2927408.0
2020-04-19,salvaterra,PA,1506302.0
2020-04-19,santa cruz do arari,PA,1506401.0
2020-04-19,santa isabel do rio negro,AM,1303601.0
2020-04-19,santana,AP,1600600.0
2020-04-19,santarém,PA,1506807.0
2020-04-19,santo antônio do içá,AM,1303700.0
2020-04-19,são gabriel da cachoeira,AM,1303809.0
2020-04-19,são josé de ribamar,MA,2111201.0
2020-04-19,são luís,MA,2111300.0
2020-04-19,são paulo de olivença,AM,1303908.0
2020-04-19,tabatinga,AM,1304062.0
2020-04-19,tefé,AM,1304203.0
2020-04-19,tonantins,AM,1304237.0
2020-04-19,tucumã,PA,1508084.0
2020-04-19,tucuruí,PA,1508100.0
2020-04-19,vera cruz,BA,2933208.0
2020-04-19,vitória do jari,AP,1600808.0
2020-04-19,óbidos,PA,1505106.0
2020-04-20,abaetetuba,PA,1500107.0
2020-04-20,acará,PA,1500206.0
2020-04-20,afuá,PA,1500305.0
2020-04-20,alcântara,MA,2100204.0
2020-04-20,altamira,PA,1500602.0
2020-04-20,anamã,AM,1300086.0
2020-04-20,angra dos reis,RJ,3300100.0
2020-04-20,anori,AM,1300102.0
2020-04-20,areia branca,RN,2401107.0
2020-04-20,autazes,AM,1300300.0
2020-04-20,barcarena,PA,1501303.0
2020-04-20,belém,PA,1501402.0
2020-04-20,breves,PA,1501808.0
2020-04-20,cachoeira do arari,PA,1502004.0
2020-04-20,cametá,PA,1502103.0
2020-04-20,canutama,AM,1300904.0
2020-04-20,carauari,AM,1301001.0
2020-04-20,careiro da várzea,AM,1301159.0
2020-04-20,coari,AM,1301209.0
2020-04-20,cruzeiro do sul,AC,1200203.0
2020-04-20,curralinho,PA,1502806.0
2020-04-20,icatu,MA,2105104.0
2020-04-20,imperatriz,MA,2105302.0
2020-04-20,iranduba,AM,1301852.0
2020-04-20,itacoatiara,AM,1301902.0
2020-04-20,itaituba,PA,1503606.0
2020-04-20,itapiranga,SC,4208401.0
2020-04-20,juruti,PA,1503903.0
2020-04-20,juruá,AM,1302207.0
2020-04-20,jutaí,AM,1302306.0
2020-04-20,laguna,SC,4209409.0
2020-04-20,laranjal do jari,AP,1600279.0
2020-04-20,lábrea,AM,1302405.0
2020-04-20,macapá,AP,1600303.0
2020-04-20,manacapuru,AM,1302504.0
2020-04-20,manaus,AM,1302603.0
2020-04-20,mangaratiba,RJ,3302601.0
2020-04-20,manicoré,AM,1302702.0
2020-04-20,marabá,PA,1504208.0
2020-04-20,maués,AM,1302900.0
2020-04-20,monte alegre,PA,1504802.0
2020-04-20,muaná,PA,1504901.0
2020-04-20,novo airão,AM,1303205.0
2020-04-20,oeiras do pará,PA,1505205.0
2020-04-20,oriximiná,PA,1505304.0
2020-04-20,paranaguá,PR,4118204.0
2020-04-20,parintins,AM,1303403.0
2020-04-20,porto real do colégio,AL,2707503.0
2020-04-20,porto velho,RO,1100205.0
2020-04-20,propriá,SE,2805703.0
2020-04-20,rio grande,RS,4315602.0
2020-04-20,salvador,BA,2927408.0
2020-04-20,salvaterra,PA,1506302.0
2020-04-20,santa cruz do arari,PA,1506401.0
2020-04-20,santa isabel do rio negro,AM,1303601.0
2020-04-20,santana,AP,1600600.0
2020-04-20,santarém,PA,1506807.0
2020-04-20,santo antônio do içá,AM,1303700.0
2020-04-20,são gabriel da cachoeira,AM,1303809.0
2020-04-20,são josé de ribamar,MA,2111201.0
2020-04-20,são luís,MA,2111300.0
2020-04-20,são paulo de olivença,AM,1303908.0
2020-04-20,tabatinga,AM,1304062.0
2020-04-20,tefé,AM,1304203.0
2020-04-20,tonantins,AM,1304237.0
2020-04-20,tucumã,PA,1508084.0
2020-04-20,tucuruí,PA,1508100.0
2020-04-20,vera cruz,BA,2933208.0
2020-04-20,vitória do jari,AP,1600808.0
2020-04-20,óbidos,PA,1505106.0
2020-04-21,abaetetuba,PA,1500107.0
2020-04-21,acará,PA,1500206.0
2020-04-21,afuá,PA,1500305.0
2020-04-21,alcântara,MA,2100204.0
2020-04-21,altamira,PA,1500602.0
2020-04-21,anamã,AM,1300086.0
2020-04-21,angra dos reis,RJ,3300100.0
2020-04-21,anori,AM,1300102.0
2020-04-21,areia branca,RN,2401107.0
2020-04-21,autazes,AM,1300300.0
2020-04-21,barcarena,PA,1501303.0
2020-04-21,belém,PA,1501402.0
2020-04-21,beruri,AM,1300631.0
2020-04-21,breves,PA,1501808.0
2020-04-21,cachoeira do arari,PA,1502004.0
2020-04-21,cametá,PA,1502103.0
2020-04-21,canutama,AM,1300904.0
2020-04-21,carauari,AM,1301001.0
2020-04-21,careiro da várzea,AM,1301159.0
2020-04-21,coari,AM,1301209.0
2020-04-21,cruzeiro do sul,AC,1200203.0
2020-04-21,curralinho,PA,1502806.0
2020-04-21,icatu,MA,2105104.0
2020-04-21,imperatriz,MA,2105302.0
2020-04-21,iranduba,AM,1301852.0
2020-04-21,itacoatiara,AM,1301902.0
2020-04-21,itaituba,PA,1503606.0
2020-04-21,itapiranga,SC,4208401.0
2020-04-21,juruti,PA,1503903.0
2020-04-21,juruá,AM,1302207.0
2020-04-21,jutaí,AM,1302306.0
2020-04-21,laguna,SC,4209409.0
2020-04-21,laranjal do jari,AP,1600279.0
2020-04-21,lábrea,AM,1302405.0
2020-04-21,macapá,AP,1600303.0
2020-04-21,manacapuru,AM,1302504.0
2020-04-21,manaus,AM,1302603.0
2020-04-21,mangaratiba,RJ,3302601.0
2020-04-21,manicoré,AM,1302702.0
2020-04-21,marabá,PA,1504208.0
2020-04-21,maués,AM,1302900.0
2020-04-21,monte alegre,PA,1504802.0
2020-04-21,muaná,PA,1504901.0
2020-04-21,novo airão,AM,1303205.0
2020-04-21,oeiras do pará,PA,1505205.0
2020-04-21,oriximiná,PA,1505304.0
2020-04-21,paranaguá,PR,4118204.0
2020-04-21,parintins,AM,1303403.0
2020-04-21,porto real do colégio,AL,2707503.0
2020-04-21,porto velho,RO,1100205.0
2020-04-21,propriá,SE,2805703.0
2020-04-21,rio grande,RS,4315602.0
2020-04-21,salvador,BA,2927408.0
2020-04-21,salvaterra,PA,1506302.0
2020-04-21,santa cruz do arari,PA,1506401.0
2020-04-21,santa isabel do rio negro,AM,1303601.0
2020-04-21,santana,AP,1600600.0
2020-04-21,santarém,PA,1506807.0
2020-04-21,santo antônio do içá,AM,1303700.0
2020-04-21,são gabriel da cachoeira,AM,1303809.0
2020-04-21,são josé de ribamar,MA,2111201.0
2020-04-21,são luís,MA,2111300.0
2020-04-21,são paulo de olivença,AM,1303908.0
2020-04-21,são sebastião da boa vista,PA,1507706.0
2020-04-21,tabatinga,AM,1304062.0
2020-04-21,tefé,AM,1304203.0
2020-04-21,tonantins,AM,1304237.0
2020-04-21,tucumã,PA,1508084.0
2020-04-21,tucuruí,PA,1508100.0
2020-04-21,vera cruz,BA,2933208.0
2020-04-21,vitória do jari,AP,1600808.0
2020-04-21,óbidos,PA,1505106.0
2020-04-22,abaetetuba,PA,1500107.0
2020-04-22,acará,PA,1500206.0
2020-04-22,afuá,PA,1500305.0
2020-04-22,alcântara,MA,2100204.0
2020-04-22,altamira,PA,1500602.0
2020-04-22,anamã,AM,1300086.0
2020-04-22,angra dos reis,RJ,3300100.0
2020-04-22,anori,AM,1300102.0
2020-04-22,areia branca,RN,2401107.0
2020-04-22,autazes,AM,1300300.0
2020-04-22,barcarena,PA,1501303.0
2020-04-22,barcelos,AM,1300409.0
2020-04-22,belém,PA,1501402.0
2020-04-22,benjamin constant,AM,1300607.0
2020-04-22,beruri,AM,1300631.0
2020-04-22,breves,PA,1501808.0
2020-04-22,cachoeira do arari,PA,1502004.0
2020-04-22,cametá,PA,1502103.0
2020-04-22,canutama,AM,1300904.0
2020-04-22,carauari,AM,1301001.0
2020-04-22,careiro da várzea,AM,1301159.0
2020-04-22,coari,AM,1301209.0
2020-04-22,cruzeiro do sul,AC,1200203.0
2020-04-22,curralinho,PA,1502806.0
2020-04-22,icatu,MA,2105104.0
2020-04-22,imperatriz,MA,2105302.0
2020-04-22,iranduba,AM,1301852.0
2020-04-22,itacoatiara,AM,1301902.0
2020-04-22,itaituba,PA,1503606.0
2020-04-22,itapiranga,SC,4208401.0
2020-04-22,juruti,PA,1503903.0
2020-04-22,juruá,AM,1302207.0
2020-04-22,jutaí,AM,1302306.0
2020-04-22,laguna,SC,4209409.0
2020-04-22,laranjal do jari,AP,1600279.0
2020-04-22,lábrea,AM,1302405.0
2020-04-22,macapá,AP,1600303.0
2020-04-22,manacapuru,AM,1302504.0
2020-04-22,manaus,AM,1302603.0
2020-04-22,mangaratiba,RJ,3302601.0
2020-04-22,manicoré,AM,1302702.0
2020-04-22,marabá,PA,1504208.0
2020-04-22,maraã,AM,1302801.0
2020-04-22,maués,AM,1302900.0
2020-04-22,monte alegre,PA,1504802.0
2020-04-22,muaná,PA,1504901.0
2020-04-22,nova olinda do norte,AM,1303106.0
2020-04-22,novo airão,AM,1303205.0
2020-04-22,oeiras do pará,PA,1505205.0
2020-04-22,oriximiná,PA,1505304.0
2020-04-22,paranaguá,PR,4118204.0
2020-04-22,parintins,AM,1303403.0
2020-04-22,porto real do colégio,AL,2707503.0
2020-04-22,porto velho,RO,1100205.0
2020-04-22,propriá,SE,2805703.0
2020-04-22,rio grande,RS,4315602.0
2020-04-22,salvador,BA,2927408.0
2020-04-22,salvaterra,PA,1506302.0
2020-04-22,santa cruz do arari,PA,1506401.0
2020-04-22,santa isabel do rio negro,AM,1303601.0
2020-04-22,santana,AP,1600600.0
2020-04-22,santarém,PA,1506807.0
2020-04-22,santo antônio do içá,AM,1303700.0
2020-04-22,são gabriel da cachoeira,AM,1303809.0
2020-04-22,são josé de ribamar,MA,2111201.0
2020-04-22,são luís,MA,2111300.0
2020-04-22,são paulo de olivença,AM,1303908.0
2020-04-22,são sebastião da boa vista,PA,1507706.0
2020-04-22,tabatinga,AM,1304062.0
2020-04-22,tefé,AM,1304203.0
2020-04-22,tonantins,AM,1304237.0
2020-04-22,tucumã,PA,1508084.0
2020-04-22,tucuruí,PA,1508100.0
2020-04-22,vera cruz,BA,2933208.0
2020-04-22,vitória do jari,AP,1600808.0
2020-04-22,óbidos,PA,1505106.0
2020-04-23,abaetetuba,PA,1500107.0
2020-04-23,acará,PA,1500206.0
2020-04-23,afuá,PA,1500305.0
2020-04-23,alcântara,MA,2100204.0
2020-04-23,alenquer,PA,1500404.0
2020-04-23,altamira,PA,1500602.0
2020-04-23,anajás,PA,1500701.0
2020-04-23,anamã,AM,1300086.0
2020-04-23,angra dos reis,RJ,3300100.0
2020-04-23,anori,AM,1300102.0
2020-04-23,areia branca,RN,2401107.0
2020-04-23,autazes,AM,1300300.0
2020-04-23,barcarena,PA,1501303.0
2020-04-23,barcelos,AM,1300409.0
2020-04-23,belém,PA,1501402.0
2020-04-23,benjamin constant,AM,1300607.0
2020-04-23,beruri,AM,1300631.0
2020-04-23,breves,PA,1501808.0
2020-04-23,cachoeira do arari,PA,1502004.0
2020-04-23,cametá,PA,1502103.0
2020-04-23,canutama,AM,1300904.0
2020-04-23,carauari,AM,1301001.0
2020-04-23,careiro da várzea,AM,1301159.0
