Datas,Cidades,Estados,Geocode,UTP
2020-03-26,são paulo,SP,3550308.0,316.0
2020-03-26,teixeira de freitas,BA,2931350.0,334.0
2020-03-26,teresina,PI,2211001.0,336.0
2020-03-26,uberaba,MG,3170107.0,351.0
2020-03-26,uberlândia,MG,3170206.0,352.0
2020-03-27,aracaju,SE,2800308.0,19.0
2020-03-27,araguaína,TO,1702109.0,20.0
2020-03-27,barreiras,BA,2903201.0,38.0
2020-03-27,belo horizonte,MG,3106200.0,42.0
2020-03-27,belém,PA,1501402.0,41.0
2020-03-27,boa vista,RR,1400100.0,47.0
2020-03-27,brasília,DF,5300108.0,53.0
2020-03-27,campina grande,PB,2504009.0,65.0
2020-03-27,caxias do sul,RS,4305108.0,84.0
2020-03-27,chapecó,SC,4204202.0,88.0
2020-03-27,cuiabá,MT,5103403.0,98.0
2020-03-27,curitiba,PR,4106902.0,100.0
2020-03-27,feira de santana,BA,2910800.0,107.0
2020-03-27,fernando de noronha,PE,2605459.0,508.0
2020-03-27,florianópolis,SC,4205407.0,110.0
2020-03-27,fortaleza,CE,2304400.0,111.0
2020-03-27,foz do iguaçu,PR,4108304.0,140.0
2020-03-27,goiânia,GO,5208707.0,117.0
2020-03-27,guarapuava,PR,4109401.0,121.0
2020-03-27,ilhéus,BA,2913606.0,126.0
2020-03-27,itaituba,PA,1503606.0,541.0
2020-03-27,itajaí,SC,4208203.0,160.0
2020-03-27,jaguaruna,SC,4208807.0,551.0
2020-03-27,ji-paraná,RO,1100122.0,182.0
2020-03-27,joinville,SC,4209102.0,186.0
2020-03-27,joão pessoa,PB,2507507.0,185.0
2020-03-27,juazeiro do norte,CE,2307304.0,187.0
2020-03-27,juiz de fora,MG,3136702.0,189.0
2020-03-27,lages,SC,4209300.0,191.0
2020-03-27,londrina,PR,4113700.0,199.0
2020-03-27,macapá,AP,1600303.0,202.0
2020-03-27,maceió,AL,2704302.0,203.0
2020-03-27,manaus,AM,1302603.0,206.0
2020-03-27,marabá,PA,1504208.0,208.0
2020-03-27,maringá,PR,4115200.0,211.0
2020-03-27,mossoró,RN,2408003.0,220.0
2020-03-27,natal,RN,2408102.0,222.0
2020-03-27,palmas,TO,1721000.0,231.0
2020-03-27,parintins,AM,1303403.0,238.0
2020-03-27,passo fundo,RS,4314100.0,240.0
2020-03-27,petrolina,PE,2611101.0,253.0
2020-03-27,ponta grossa,PR,4119905.0,264.0
2020-03-27,porto alegre,RS,4314902.0,267.0
2020-03-27,porto seguro,BA,2925303.0,268.0
2020-03-27,porto velho,RO,1100205.0,269.0
2020-03-27,recife,PE,2611606.0,278.0
2020-03-27,ribeirão preto,SP,3543402.0,281.0
2020-03-27,rio branco,AC,1200401.0,282.0
2020-03-27,rio verde,GO,5218805.0,287.0
2020-03-27,rio de janeiro,RJ,3304557.0,284.0
2020-03-27,salvador,BA,2927408.0,291.0
2020-03-27,serra,ES,3205002.0,363.0
2020-03-27,são josé do rio preto,SP,3549805.0,311.0
2020-03-27,são josé dos campos,SP,3549904.0,312.0
2020-03-27,são luís,MA,2111300.0,314.0
2020-03-27,são paulo,SP,3550308.0,316.0
2020-03-27,teixeira de freitas,BA,2931350.0,334.0
2020-03-27,teresina,PI,2211001.0,336.0
2020-03-27,uberaba,MG,3170107.0,351.0
2020-03-27,uberlândia,MG,3170206.0,352.0
2020-03-28,aracaju,SE,2800308.0,19.0
2020-03-28,araguaína,TO,1702109.0,20.0
2020-03-28,barreiras,BA,2903201.0,38.0
2020-03-28,belo horizonte,MG,3106200.0,42.0
2020-03-28,belém,PA,1501402.0,41.0
2020-03-28,boa vista,RR,1400100.0,47.0
2020-03-28,brasília,DF,5300108.0,53.0
2020-03-28,campina grande,PB,2504009.0,65.0
2020-03-28,caxias do sul,RS,4305108.0,84.0
2020-03-28,chapecó,SC,4204202.0,88.0
2020-03-28,cuiabá,MT,5103403.0,98.0
2020-03-28,curitiba,PR,4106902.0,100.0
2020-03-28,dourados,MS,5003702.0,103.0
2020-03-28,feira de santana,BA,2910800.0,107.0
2020-03-28,fernando de noronha,PE,2605459.0,508.0
2020-03-28,florianópolis,SC,4205407.0,110.0
2020-03-28,fortaleza,CE,2304400.0,111.0
2020-03-28,foz do iguaçu,PR,4108304.0,140.0
2020-03-28,goiânia,GO,5208707.0,117.0
2020-03-28,guarapuava,PR,4109401.0,121.0
2020-03-28,ilhéus,BA,2913606.0,126.0
2020-03-28,itaituba,PA,1503606.0,541.0
2020-03-28,itajaí,SC,4208203.0,160.0
2020-03-28,jaguaruna,SC,4208807.0,551.0
2020-03-28,ji-paraná,RO,1100122.0,182.0
2020-03-28,joinville,SC,4209102.0,186.0
2020-03-28,joão pessoa,PB,2507507.0,185.0
2020-03-28,juazeiro do norte,CE,2307304.0,187.0
2020-03-28,juiz de fora,MG,3136702.0,189.0
2020-03-28,lages,SC,4209300.0,191.0
2020-03-28,londrina,PR,4113700.0,199.0
2020-03-28,macapá,AP,1600303.0,202.0
2020-03-28,maceió,AL,2704302.0,203.0
2020-03-28,manaus,AM,1302603.0,206.0
2020-03-28,marabá,PA,1504208.0,208.0
2020-03-28,maringá,PR,4115200.0,211.0
2020-03-28,mossoró,RN,2408003.0,220.0
2020-03-28,natal,RN,2408102.0,222.0
2020-03-28,palmas,TO,1721000.0,231.0
2020-03-28,parauapebas,PA,1505536.0,237.0
2020-03-28,parintins,AM,1303403.0,238.0
2020-03-28,parnaíba,PI,2207702.0,239.0
2020-03-28,passo fundo,RS,4314100.0,240.0
2020-03-28,petrolina,PE,2611101.0,253.0
2020-03-28,ponta grossa,PR,4119905.0,264.0
2020-03-28,porto alegre,RS,4314902.0,267.0
2020-03-28,porto seguro,BA,2925303.0,268.0
2020-03-28,porto velho,RO,1100205.0,269.0
2020-03-28,recife,PE,2611606.0,278.0
2020-03-28,ribeirão preto,SP,3543402.0,281.0
2020-03-28,rio branco,AC,1200401.0,282.0
2020-03-28,rio verde,GO,5218805.0,287.0
2020-03-28,rio de janeiro,RJ,3304557.0,284.0
2020-03-28,salvador,BA,2927408.0,291.0
2020-03-28,serra,ES,3205002.0,363.0
2020-03-28,são josé do rio preto,SP,3549805.0,311.0
2020-03-28,são josé dos campos,SP,3549904.0,312.0
2020-03-28,são luís,MA,2111300.0,314.0
2020-03-28,são paulo,SP,3550308.0,316.0
2020-03-28,teixeira de freitas,BA,2931350.0,334.0
2020-03-28,teresina,PI,2211001.0,336.0
2020-03-28,uberaba,MG,3170107.0,351.0
2020-03-28,uberlândia,MG,3170206.0,352.0
2020-03-29,aracaju,SE,2800308.0,19.0
2020-03-29,araguaína,TO,1702109.0,20.0
2020-03-29,barreiras,BA,2903201.0,38.0
2020-03-29,belo horizonte,MG,3106200.0,42.0
2020-03-29,belém,PA,1501402.0,41.0
2020-03-29,boa vista,RR,1400100.0,47.0
2020-03-29,brasília,DF,5300108.0,53.0
2020-03-29,campina grande,PB,2504009.0,65.0
2020-03-29,caxias do sul,RS,4305108.0,84.0
2020-03-29,chapecó,SC,4204202.0,88.0
2020-03-29,cuiabá,MT,5103403.0,98.0
2020-03-29,curitiba,PR,4106902.0,100.0
2020-03-29,dourados,MS,5003702.0,103.0
2020-03-29,feira de santana,BA,2910800.0,107.0
2020-03-29,fernando de noronha,PE,2605459.0,508.0
2020-03-29,florianópolis,SC,4205407.0,110.0
2020-03-29,fortaleza,CE,2304400.0,111.0
2020-03-29,foz do iguaçu,PR,4108304.0,140.0
2020-03-29,goiânia,GO,5208707.0,117.0
2020-03-29,guarapuava,PR,4109401.0,121.0
2020-03-29,ilhéus,BA,2913606.0,126.0
2020-03-29,itaituba,PA,1503606.0,541.0
2020-03-29,itajaí,SC,4208203.0,160.0
2020-03-29,jaguaruna,SC,4208807.0,551.0
2020-03-29,ji-paraná,RO,1100122.0,182.0
2020-03-29,joinville,SC,4209102.0,186.0
2020-03-29,joão pessoa,PB,2507507.0,185.0
2020-03-29,juazeiro do norte,CE,2307304.0,187.0
2020-03-29,juiz de fora,MG,3136702.0,189.0
2020-03-29,lages,SC,4209300.0,191.0
2020-03-29,londrina,PR,4113700.0,199.0
2020-03-29,macapá,AP,1600303.0,202.0
2020-03-29,maceió,AL,2704302.0,203.0
2020-03-29,manaus,AM,1302603.0,206.0
2020-03-29,marabá,PA,1504208.0,208.0
2020-03-29,maringá,PR,4115200.0,211.0
2020-03-29,mossoró,RN,2408003.0,220.0
2020-03-29,natal,RN,2408102.0,222.0
2020-03-29,palmas,TO,1721000.0,231.0
2020-03-29,parauapebas,PA,1505536.0,237.0
2020-03-29,parintins,AM,1303403.0,238.0
2020-03-29,parnaíba,PI,2207702.0,239.0
2020-03-29,passo fundo,RS,4314100.0,240.0
2020-03-29,petrolina,PE,2611101.0,253.0
2020-03-29,ponta grossa,PR,4119905.0,264.0
2020-03-29,porto alegre,RS,4314902.0,267.0
2020-03-29,porto seguro,BA,2925303.0,268.0
2020-03-29,porto velho,RO,1100205.0,269.0
2020-03-29,recife,PE,2611606.0,278.0
2020-03-29,ribeirão preto,SP,3543402.0,281.0
2020-03-29,rio branco,AC,1200401.0,282.0
2020-03-29,rio verde,GO,5218805.0,287.0
2020-03-29,rio de janeiro,RJ,3304557.0,284.0
2020-03-29,salvador,BA,2927408.0,291.0
2020-03-29,serra,ES,3205002.0,363.0
2020-03-29,são josé do rio preto,SP,3549805.0,311.0
2020-03-29,são josé dos campos,SP,3549904.0,312.0
2020-03-29,são luís,MA,2111300.0,314.0
2020-03-29,são paulo,SP,3550308.0,316.0
2020-03-29,teixeira de freitas,BA,2931350.0,334.0
2020-03-29,teresina,PI,2211001.0,336.0
2020-03-29,uberaba,MG,3170107.0,351.0
2020-03-29,uberlândia,MG,3170206.0,352.0
2020-03-30,angra dos reis,RJ,3300100.0,767.0
2020-03-30,aracaju,SE,2800308.0,19.0
2020-03-30,araguaína,TO,1702109.0,20.0
2020-03-30,barreiras,BA,2903201.0,38.0
2020-03-30,belo horizonte,MG,3106200.0,42.0
2020-03-30,belém,PA,1501402.0,41.0
2020-03-30,boa vista,RR,1400100.0,47.0
2020-03-30,brasília,DF,5300108.0,53.0
2020-03-30,campina grande,PB,2504009.0,65.0
2020-03-30,caxias do sul,RS,4305108.0,84.0
2020-03-30,chapecó,SC,4204202.0,88.0
2020-03-30,cuiabá,MT,5103403.0,98.0
2020-03-30,curitiba,PR,4106902.0,100.0
2020-03-30,dourados,MS,5003702.0,103.0
2020-03-30,feira de santana,BA,2910800.0,107.0
2020-03-30,fernando de noronha,PE,2605459.0,508.0
2020-03-30,florianópolis,SC,4205407.0,110.0
2020-03-30,fortaleza,CE,2304400.0,111.0
2020-03-30,foz do iguaçu,PR,4108304.0,140.0
2020-03-30,goiânia,GO,5208707.0,117.0
2020-03-30,guarapuava,PR,4109401.0,121.0
2020-03-30,ilhéus,BA,2913606.0,126.0
2020-03-30,itaituba,PA,1503606.0,541.0
2020-03-30,itajaí,SC,4208203.0,160.0
2020-03-30,jaguaruna,SC,4208807.0,551.0
2020-03-30,ji-paraná,RO,1100122.0,182.0
2020-03-30,joinville,SC,4209102.0,186.0
2020-03-30,joão pessoa,PB,2507507.0,185.0
2020-03-30,juazeiro do norte,CE,2307304.0,187.0
2020-03-30,juiz de fora,MG,3136702.0,189.0
2020-03-30,lages,SC,4209300.0,191.0
2020-03-30,londrina,PR,4113700.0,199.0
2020-03-30,macapá,AP,1600303.0,202.0
2020-03-30,maceió,AL,2704302.0,203.0
2020-03-30,manaus,AM,1302603.0,206.0
2020-03-30,marabá,PA,1504208.0,208.0
2020-03-30,maringá,PR,4115200.0,211.0
2020-03-30,mossoró,RN,2408003.0,220.0
2020-03-30,natal,RN,2408102.0,222.0
2020-03-30,palmas,TO,1721000.0,231.0
2020-03-30,parauapebas,PA,1505536.0,237.0
2020-03-30,parintins,AM,1303403.0,238.0
2020-03-30,parnaíba,PI,2207702.0,239.0
2020-03-30,passo fundo,RS,4314100.0,240.0
2020-03-30,patos,PB,2510808.0,244.0
2020-03-30,petrolina,PE,2611101.0,253.0
2020-03-30,ponta grossa,PR,4119905.0,264.0
2020-03-30,porto alegre,RS,4314902.0,267.0
2020-03-30,porto seguro,BA,2925303.0,268.0
2020-03-30,porto velho,RO,1100205.0,269.0
2020-03-30,recife,PE,2611606.0,278.0
2020-03-30,ribeirão preto,SP,3543402.0,281.0
2020-03-30,rio branco,AC,1200401.0,282.0
2020-03-30,rio verde,GO,5218805.0,287.0
2020-03-30,rio de janeiro,RJ,3304557.0,284.0
2020-03-30,rondonópolis,MT,5107602.0,289.0
2020-03-30,salvador,BA,2927408.0,291.0
2020-03-30,serra,ES,3205002.0,363.0
2020-03-30,são josé do rio preto,SP,3549805.0,311.0
2020-03-30,são josé dos campos,SP,3549904.0,312.0
2020-03-30,são luís,MA,2111300.0,314.0
2020-03-30,são paulo,SP,3550308.0,316.0
2020-03-30,teixeira de freitas,BA,2931350.0,334.0
2020-03-30,teresina,PI,2211001.0,336.0
2020-03-30,uberaba,MG,3170107.0,351.0
2020-03-30,uberlândia,MG,3170206.0,352.0
2020-03-31,angra dos reis,RJ,3300100.0,767.0
2020-03-31,aracaju,SE,2800308.0,19.0
2020-03-31,araguaína,TO,1702109.0,20.0
2020-03-31,barreiras,BA,2903201.0,38.0
2020-03-31,bauru,SP,3506003.0,40.0
2020-03-31,belo horizonte,MG,3106200.0,42.0
2020-03-31,belém,PA,1501402.0,41.0
2020-03-31,boa vista,RR,1400100.0,47.0
2020-03-31,brasília,DF,5300108.0,53.0
2020-03-31,campina grande,PB,2504009.0,65.0
2020-03-31,caxias do sul,RS,4305108.0,84.0
2020-03-31,chapecó,SC,4204202.0,88.0
2020-03-31,cuiabá,MT,5103403.0,98.0
2020-03-31,curitiba,PR,4106902.0,100.0
2020-03-31,dourados,MS,5003702.0,103.0
2020-03-31,feira de santana,BA,2910800.0,107.0
2020-03-31,fernando de noronha,PE,2605459.0,508.0
2020-03-31,florianópolis,SC,4205407.0,110.0
2020-03-31,fortaleza,CE,2304400.0,111.0
2020-03-31,foz do iguaçu,PR,4108304.0,140.0
2020-03-31,goiânia,GO,5208707.0,117.0
2020-03-31,guarapuava,PR,4109401.0,121.0
2020-03-31,ilhéus,BA,2913606.0,126.0
2020-03-31,itaituba,PA,1503606.0,541.0
2020-03-31,itajaí,SC,4208203.0,160.0
2020-03-31,jaguaruna,SC,4208807.0,551.0
2020-03-31,ji-paraná,RO,1100122.0,182.0
2020-03-31,joinville,SC,4209102.0,186.0
2020-03-31,joão pessoa,PB,2507507.0,185.0
2020-03-31,juazeiro do norte,CE,2307304.0,187.0
2020-03-31,juiz de fora,MG,3136702.0,189.0
2020-03-31,lages,SC,4209300.0,191.0
2020-03-31,londrina,PR,4113700.0,199.0
2020-03-31,macapá,AP,1600303.0,202.0
2020-03-31,macaé,RJ,3302403.0,201.0
2020-03-31,maceió,AL,2704302.0,203.0
2020-03-31,manaus,AM,1302603.0,206.0
2020-03-31,marabá,PA,1504208.0,208.0
2020-03-31,maringá,PR,4115200.0,211.0
2020-03-31,mossoró,RN,2408003.0,220.0
2020-03-31,natal,RN,2408102.0,222.0
2020-03-31,palmas,TO,1721000.0,231.0
2020-03-31,parauapebas,PA,1505536.0,237.0
2020-03-31,parintins,AM,1303403.0,238.0
2020-03-31,parnaíba,PI,2207702.0,239.0
2020-03-31,passo fundo,RS,4314100.0,240.0
2020-03-31,patos,PB,2510808.0,244.0
2020-03-31,petrolina,PE,2611101.0,253.0
2020-03-31,ponta grossa,PR,4119905.0,264.0
2020-03-31,porto alegre,RS,4314902.0,267.0
2020-03-31,porto seguro,BA,2925303.0,268.0
2020-03-31,porto velho,RO,1100205.0,269.0
2020-03-31,recife,PE,2611606.0,278.0
2020-03-31,ribeirão preto,SP,3543402.0,281.0
2020-03-31,rio branco,AC,1200401.0,282.0
2020-03-31,rio verde,GO,5218805.0,287.0
2020-03-31,rio de janeiro,RJ,3304557.0,284.0
2020-03-31,rondonópolis,MT,5107602.0,289.0
2020-03-31,salvador,BA,2927408.0,291.0
2020-03-31,serra,ES,3205002.0,363.0
2020-03-31,são josé do rio preto,SP,3549805.0,311.0
2020-03-31,são josé dos campos,SP,3549904.0,312.0
2020-03-31,são luís,MA,2111300.0,314.0
2020-03-31,são paulo,SP,3550308.0,316.0
2020-03-31,teixeira de freitas,BA,2931350.0,334.0
2020-03-31,teresina,PI,2211001.0,336.0
2020-03-31,uberaba,MG,3170107.0,351.0
2020-03-31,uberlândia,MG,3170206.0,352.0
2020-04-01,angra dos reis,RJ,3300100.0,767.0
2020-04-01,aracaju,SE,2800308.0,19.0
2020-04-01,araguaína,TO,1702109.0,20.0
2020-04-01,barreiras,BA,2903201.0,38.0
2020-04-01,bauru,SP,3506003.0,40.0
2020-04-01,belo horizonte,MG,3106200.0,42.0
2020-04-01,belém,PA,1501402.0,41.0
2020-04-01,boa vista,RR,1400100.0,47.0
2020-04-01,brasília,DF,5300108.0,53.0
2020-04-01,caldas novas,GO,5204508.0,62.0
2020-04-01,campina grande,PB,2504009.0,65.0
2020-04-01,caxias do sul,RS,4305108.0,84.0
2020-04-01,chapecó,SC,4204202.0,88.0
2020-04-01,cuiabá,MT,5103403.0,98.0
2020-04-01,curitiba,PR,4106902.0,100.0
2020-04-01,dourados,MS,5003702.0,103.0
2020-04-01,feira de santana,BA,2910800.0,107.0
2020-04-01,fernando de noronha,PE,2605459.0,508.0
2020-04-01,florianópolis,SC,4205407.0,110.0
2020-04-01,fortaleza,CE,2304400.0,111.0
2020-04-01,foz do iguaçu,PR,4108304.0,140.0
2020-04-01,goiânia,GO,5208707.0,117.0
2020-04-01,guarapuava,PR,4109401.0,121.0
2020-04-01,ilhéus,BA,2913606.0,126.0
2020-04-01,imperatriz,MA,2105302.0,128.0
2020-04-01,itaituba,PA,1503606.0,541.0
2020-04-01,itajaí,SC,4208203.0,160.0
2020-04-01,jaguaruna,SC,4208807.0,551.0
2020-04-01,ji-paraná,RO,1100122.0,182.0
2020-04-01,joinville,SC,4209102.0,186.0
2020-04-01,joão pessoa,PB,2507507.0,185.0
2020-04-01,juazeiro do norte,CE,2307304.0,187.0
2020-04-01,juiz de fora,MG,3136702.0,189.0
2020-04-01,lages,SC,4209300.0,191.0
2020-04-01,londrina,PR,4113700.0,199.0
2020-04-01,macapá,AP,1600303.0,202.0
2020-04-01,macaé,RJ,3302403.0,201.0
2020-04-01,maceió,AL,2704302.0,203.0
2020-04-01,manaus,AM,1302603.0,206.0
2020-04-01,marabá,PA,1504208.0,208.0
2020-04-01,maringá,PR,4115200.0,211.0
2020-04-01,mossoró,RN,2408003.0,220.0
2020-04-01,natal,RN,2408102.0,222.0
2020-04-01,palmas,TO,1721000.0,231.0
2020-04-01,parauapebas,PA,1505536.0,237.0
2020-04-01,parintins,AM,1303403.0,238.0
2020-04-01,parnaíba,PI,2207702.0,239.0
2020-04-01,passo fundo,RS,4314100.0,240.0
2020-04-01,patos,PB,2510808.0,244.0
2020-04-01,petrolina,PE,2611101.0,253.0
2020-04-01,ponta grossa,PR,4119905.0,264.0
2020-04-01,porto alegre,RS,4314902.0,267.0
2020-04-01,porto seguro,BA,2925303.0,268.0
2020-04-01,porto velho,RO,1100205.0,269.0
2020-04-01,recife,PE,2611606.0,278.0
2020-04-01,ribeirão preto,SP,3543402.0,281.0
2020-04-01,rio branco,AC,1200401.0,282.0
2020-04-01,rio verde,GO,5218805.0,287.0
2020-04-01,rio de janeiro,RJ,3304557.0,284.0
2020-04-01,rondonópolis,MT,5107602.0,289.0
2020-04-01,salvador,BA,2927408.0,291.0
2020-04-01,santarém,PA,1506807.0,298.0
2020-04-01,serra,ES,3205002.0,363.0
2020-04-01,são josé do rio preto,SP,3549805.0,311.0
2020-04-01,são josé dos campos,SP,3549904.0,312.0
2020-04-01,são luís,MA,2111300.0,314.0
2020-04-01,são paulo,SP,3550308.0,316.0
2020-04-01,teixeira de freitas,BA,2931350.0,334.0
2020-04-01,teresina,PI,2211001.0,336.0
2020-04-01,três lagoas,MS,5008305.0,344.0
2020-04-01,uberaba,MG,3170107.0,351.0
2020-04-01,uberlândia,MG,3170206.0,352.0
2020-04-01,vitória da conquista,BA,2933307.0,362.0
2020-04-02,angra dos reis,RJ,3300100.0,767.0
2020-04-02,aracaju,SE,2800308.0,19.0
2020-04-02,araguaína,TO,1702109.0,20.0
2020-04-02,barreiras,BA,2903201.0,38.0
2020-04-02,bauru,SP,3506003.0,40.0
2020-04-02,belo horizonte,MG,3106200.0,42.0
2020-04-02,belém,PA,1501402.0,41.0
2020-04-02,boa vista,RR,1400100.0,47.0
2020-04-02,brasília,DF,5300108.0,53.0
2020-04-02,caldas novas,GO,5204508.0,62.0
2020-04-02,campina grande,PB,2504009.0,65.0
2020-04-02,caxias do sul,RS,4305108.0,84.0
2020-04-02,chapecó,SC,4204202.0,88.0
2020-04-02,cuiabá,MT,5103403.0,98.0
2020-04-02,curitiba,PR,4106902.0,100.0
2020-04-02,dourados,MS,5003702.0,103.0
2020-04-02,feira de santana,BA,2910800.0,107.0
2020-04-02,fernando de noronha,PE,2605459.0,508.0
2020-04-02,florianópolis,SC,4205407.0,110.0
2020-04-02,fortaleza,CE,2304400.0,111.0
2020-04-02,foz do iguaçu,PR,4108304.0,140.0
2020-04-02,goiânia,GO,5208707.0,117.0
2020-04-02,guarapuava,PR,4109401.0,121.0
2020-04-02,ilhéus,BA,2913606.0,126.0
2020-04-02,imperatriz,MA,2105302.0,128.0
2020-04-02,itaituba,PA,1503606.0,541.0
2020-04-02,itajaí,SC,4208203.0,160.0
2020-04-02,jaguaruna,SC,4208807.0,551.0
2020-04-02,ji-paraná,RO,1100122.0,182.0
2020-04-02,joinville,SC,4209102.0,186.0
2020-04-02,joão pessoa,PB,2507507.0,185.0
2020-04-02,juazeiro do norte,CE,2307304.0,187.0
2020-04-02,juiz de fora,MG,3136702.0,189.0
2020-04-02,lages,SC,4209300.0,191.0
2020-04-02,londrina,PR,4113700.0,199.0
2020-04-02,macapá,AP,1600303.0,202.0
2020-04-02,macaé,RJ,3302403.0,201.0
2020-04-02,maceió,AL,2704302.0,203.0
2020-04-02,manaus,AM,1302603.0,206.0
2020-04-02,marabá,PA,1504208.0,208.0
2020-04-02,maringá,PR,4115200.0,211.0
2020-04-02,mossoró,RN,2408003.0,220.0
2020-04-02,natal,RN,2408102.0,222.0
2020-04-02,palmas,TO,1721000.0,231.0
2020-04-02,parauapebas,PA,1505536.0,237.0
2020-04-02,parintins,AM,1303403.0,238.0
2020-04-02,parnaíba,PI,2207702.0,239.0
2020-04-02,passo fundo,RS,4314100.0,240.0
2020-04-02,patos,PB,2510808.0,244.0
2020-04-02,petrolina,PE,2611101.0,253.0
2020-04-02,ponta grossa,PR,4119905.0,264.0
2020-04-02,porto alegre,RS,4314902.0,267.0
2020-04-02,porto seguro,BA,2925303.0,268.0
2020-04-02,porto velho,RO,1100205.0,269.0
2020-04-02,recife,PE,2611606.0,278.0
2020-04-02,ribeirão preto,SP,3543402.0,281.0
2020-04-02,rio branco,AC,1200401.0,282.0
2020-04-02,rio verde,GO,5218805.0,287.0
2020-04-02,rio de janeiro,RJ,3304557.0,284.0
2020-04-02,rondonópolis,MT,5107602.0,289.0
2020-04-02,salvador,BA,2927408.0,291.0
2020-04-02,santarém,PA,1506807.0,298.0
2020-04-02,serra,ES,3205002.0,363.0
2020-04-02,sinop,MT,5107909.0,324.0
2020-04-02,são josé do rio preto,SP,3549805.0,311.0
2020-04-02,são josé dos campos,SP,3549904.0,312.0
2020-04-02,são luís,MA,2111300.0,314.0
2020-04-02,são paulo,SP,3550308.0,316.0
2020-04-02,teixeira de freitas,BA,2931350.0,334.0
2020-04-02,teresina,PI,2211001.0,336.0
2020-04-02,três lagoas,MS,5008305.0,344.0
2020-04-02,uberaba,MG,3170107.0,351.0
2020-04-02,uberlândia,MG,3170206.0,352.0
2020-04-02,vitória da conquista,BA,2933307.0,362.0
2020-04-03,altamira,PA,1500602.0,375.0
2020-04-03,angra dos reis,RJ,3300100.0,767.0
2020-04-03,aracaju,SE,2800308.0,19.0
2020-04-03,araguaína,TO,1702109.0,20.0
2020-04-03,barreiras,BA,2903201.0,38.0
2020-04-03,bauru,SP,3506003.0,40.0
2020-04-03,belo horizonte,MG,3106200.0,42.0
2020-04-03,belém,PA,1501402.0,41.0
2020-04-03,boa vista,RR,1400100.0,47.0
2020-04-03,brasília,DF,5300108.0,53.0
2020-04-03,caldas novas,GO,5204508.0,62.0
2020-04-03,campina grande,PB,2504009.0,65.0
2020-04-03,caxias do sul,RS,4305108.0,84.0
2020-04-03,chapecó,SC,4204202.0,88.0
2020-04-03,cuiabá,MT,5103403.0,98.0
2020-04-03,curitiba,PR,4106902.0,100.0
2020-04-03,dourados,MS,5003702.0,103.0
2020-04-03,feira de santana,BA,2910800.0,107.0
2020-04-03,fernando de noronha,PE,2605459.0,508.0
2020-04-03,florianópolis,SC,4205407.0,110.0
2020-04-03,fortaleza,CE,2304400.0,111.0
2020-04-03,foz do iguaçu,PR,4108304.0,140.0
2020-04-03,goiânia,GO,5208707.0,117.0
2020-04-03,guarapuava,PR,4109401.0,121.0
2020-04-03,ilhéus,BA,2913606.0,126.0
2020-04-03,imperatriz,MA,2105302.0,128.0
2020-04-03,itaituba,PA,1503606.0,541.0
2020-04-03,itajaí,SC,4208203.0,160.0
2020-04-03,jaguaruna,SC,4208807.0,551.0
2020-04-03,ji-paraná,RO,1100122.0,182.0
2020-04-03,joinville,SC,4209102.0,186.0
2020-04-03,joão pessoa,PB,2507507.0,185.0
2020-04-03,juazeiro do norte,CE,2307304.0,187.0
2020-04-03,juiz de fora,MG,3136702.0,189.0
2020-04-03,lages,SC,4209300.0,191.0
2020-04-03,londrina,PR,4113700.0,199.0
2020-04-03,macapá,AP,1600303.0,202.0
2020-04-03,macaé,RJ,3302403.0,201.0
2020-04-03,maceió,AL,2704302.0,203.0
2020-04-03,manaus,AM,1302603.0,206.0
2020-04-03,marabá,PA,1504208.0,208.0
2020-04-03,maringá,PR,4115200.0,211.0
2020-04-03,mossoró,RN,2408003.0,220.0
2020-04-03,natal,RN,2408102.0,222.0
2020-04-03,palmas,TO,1721000.0,231.0
2020-04-03,parauapebas,PA,1505536.0,237.0
2020-04-03,parintins,AM,1303403.0,238.0
2020-04-03,parnaíba,PI,2207702.0,239.0
2020-04-03,passo fundo,RS,4314100.0,240.0
2020-04-03,patos,PB,2510808.0,244.0
2020-04-03,petrolina,PE,2611101.0,253.0
2020-04-03,ponta grossa,PR,4119905.0,264.0
2020-04-03,porto alegre,RS,4314902.0,267.0
2020-04-03,porto seguro,BA,2925303.0,268.0
2020-04-03,porto velho,RO,1100205.0,269.0
2020-04-03,recife,PE,2611606.0,278.0
2020-04-03,ribeirão preto,SP,3543402.0,281.0
2020-04-03,rio branco,AC,1200401.0,282.0
2020-04-03,rio verde,GO,5218805.0,287.0
2020-04-03,rio de janeiro,RJ,3304557.0,284.0
2020-04-03,rondonópolis,MT,5107602.0,289.0
2020-04-03,salvador,BA,2927408.0,291.0
2020-04-03,santarém,PA,1506807.0,298.0
2020-04-03,serra,ES,3205002.0,363.0
2020-04-03,sinop,MT,5107909.0,324.0
2020-04-03,são josé do rio preto,SP,3549805.0,311.0
2020-04-03,são josé dos campos,SP,3549904.0,312.0
2020-04-03,são luís,MA,2111300.0,314.0
2020-04-03,são paulo,SP,3550308.0,316.0
2020-04-03,teixeira de freitas,BA,2931350.0,334.0
2020-04-03,teresina,PI,2211001.0,336.0
2020-04-03,três lagoas,MS,5008305.0,344.0
2020-04-03,uberaba,MG,3170107.0,351.0
2020-04-03,uberlândia,MG,3170206.0,352.0
2020-04-03,vitória da conquista,BA,2933307.0,362.0
2020-04-04,altamira,PA,1500602.0,375.0
