,Datas,Cidades,Estados,Geocode
1283,2020-04-19,araripe,CE,2301307.0
1284,2020-04-19,arceburgo,MG,3104106.0
1285,2020-04-19,arroio do meio,RS,4301008.0
1286,2020-04-19,banabuiú,CE,2301851.0
1287,2020-04-19,barro preto,BA,2903300.0
1288,2020-04-19,caetés,PE,2603207.0
1289,2020-04-19,carazinho,RS,4304705.0
1290,2020-04-19,carlos chagas,MG,3113701.0
1291,2020-04-19,cruzeiro do sul,PR,4106704.0
1292,2020-04-19,custódia,PE,2605103.0
1293,2020-04-19,estância,SE,2802106.0
1294,2020-04-19,floriano,PI,2203909.0
1295,2020-04-19,hidrolândia,CE,2305209.0
1296,2020-04-19,ibateguara,AL,2703007.0
1297,2020-04-19,ibicuitinga,CE,2305332.0
1298,2020-04-19,ielmo marinho,RN,2404606.0
1299,2020-04-19,iepê,SP,3519907.0
1300,2020-04-19,igarapé-açu,PA,1503200.0
1301,2020-04-19,inhumas,GO,5210000.0
1302,2020-04-19,itaobim,MG,3133303.0
1303,2020-04-19,japurá,PR,4112405.0
1304,2020-04-19,jardim,CE,2307106.0
1305,2020-04-19,jatobá,PE,2608057.0
1306,2020-04-19,jupi,PE,2608305.0
1307,2020-04-19,lagoa santa,MG,3137601.0
1308,2020-04-19,lagoa do barro do piauí,PI,2205565.0
1309,2020-04-19,lajes pintadas,RN,2406809.0
1310,2020-04-19,milagres,CE,2308302.0
1311,2020-04-19,murici,AL,2705507.0
1312,2020-04-19,não-me-toque,RS,4312658.0
1313,2020-04-19,palma sola,SC,4212007.0
1314,2020-04-19,paranacity,PR,4118105.0
1315,2020-04-19,pedra,PE,2610806.0
1316,2020-04-19,pedro ii,PI,2207900.0
1317,2020-04-19,pereiro,CE,2310803.0
1318,2020-04-19,piraju,SP,3538808.0
1319,2020-04-19,piúma,ES,3204203.0
1320,2020-04-19,planaltina do paraná,PR,4119707.0
1321,2020-04-19,potiretama,CE,2311231.0
1322,2020-04-19,poção,PE,2611200.0
1323,2020-04-19,ribeira do pombal,BA,2926608.0
1324,2020-04-19,salvaterra,PA,1506302.0
1325,2020-04-19,santa terezinha de itaipu,PR,4124053.0
1326,2020-04-19,senador guiomard,AC,1200450.0
1327,2020-04-19,sirinhaém,PE,2614204.0
1328,2020-04-19,sobrália,MG,3167707.0
1329,2020-04-19,tamboara,PR,4126702.0
1330,2020-04-19,taquaritinga,SP,3553708.0
1331,2020-04-19,tupanatinga,PE,2615805.0
1332,2020-04-19,uruoca,CE,2313906.0
1333,2020-04-19,varzelândia,MG,3170909.0
1334,2020-04-19,vespasiano,MG,3171204.0
1335,2020-04-19,viçosa do ceará,CE,2314102.0
1336,2020-04-19,viçosa,MG,3171303.0
1337,2020-04-19,xaxim,SC,4219705.0
1338,2020-04-20,augusto corrêa,PA,1500909.0
1339,2020-04-20,balsas,MA,2101400.0
1340,2020-04-20,bataguassu,MS,5001904.0
1341,2020-04-20,betânia do piauí,PI,2201739.0
1342,2020-04-20,colares,PA,1502608.0
1343,2020-04-20,colônia do gurguéia,PI,2202752.0
1344,2020-04-20,curvelo,MG,3120904.0
1345,2020-04-20,elias fausto,SP,3514908.0
1346,2020-04-20,ferreiros,PE,2605509.0
1347,2020-04-20,guzolândia,SP,3518909.0
1348,2020-04-20,ibiporã,PR,4109807.0
1349,2020-04-20,ipirá,BA,2914000.0
1350,2020-04-20,irani,SC,4207809.0
1351,2020-04-20,itabela,BA,2914653.0
1352,2020-04-20,itaberaba,BA,2914703.0
1353,2020-04-20,itamari,BA,2915700.0
1354,2020-04-20,itapetim,PE,2607703.0
1355,2020-04-20,itaueira,PI,2205102.0
1356,2020-04-20,jacarezinho,PR,4111803.0
1357,2020-04-20,jaguaretama,CE,2306702.0
1358,2020-04-20,miguel alves,PI,2206209.0
1359,2020-04-20,miguelópolis,SP,3529708.0
1360,2020-04-20,milagres do maranhão,MA,2106672.0
1361,2020-04-20,mirandópolis,SP,3530102.0
1362,2020-04-20,morpará,BA,2921609.0
1363,2020-04-20,mucugê,BA,2921906.0
1364,2020-04-20,mãe do rio,PA,1504059.0
1365,2020-04-20,oriximiná,PA,1505304.0
1366,2020-04-20,ourém,PA,1505403.0
1367,2020-04-20,pentecoste,CE,2310704.0
1368,2020-04-20,pilar,AL,2706901.0
1369,2020-04-20,pinhal de são bento,PR,4119251.0
1370,2020-04-20,planaltina,GO,5217609.0
1371,2020-04-20,porto firme,MG,3152303.0
1372,2020-04-20,porto da folha,SE,2805604.0
1373,2020-04-20,quintana,SP,3542008.0
1374,2020-04-20,santa izabel do pará,PA,1506500.0
1375,2020-04-20,santo antônio de pádua,RJ,3304706.0
1376,2020-04-20,são josé da lapa,MG,3162955.0
1377,2020-04-20,terra alta,PA,1507961.0
1378,2020-04-20,tuparetama,PE,2615904.0
1379,2020-04-20,vicência,PE,2616308.0
1380,2020-04-20,vila bela da santíssima trindade,MT,5105507.0
1381,2020-04-20,vitorino freire,MA,2113009.0
1382,2020-04-20,xinguara,PA,1508407.0
1383,2020-04-21,alegre,ES,3200201.0
1384,2020-04-21,alexandria,RN,2400505.0
1385,2020-04-21,arneiroz,CE,2301505.0
1386,2020-04-21,barbalha,CE,2301901.0
1387,2020-04-21,cajazeiras,PB,2503704.0
1388,2020-04-21,capela do alto,SP,3510302.0
1389,2020-04-21,capela,AL,2701704.0
1390,2020-04-21,caroebe,RR,1400233.0
1391,2020-04-21,chavantes,SP,3557204.0
1392,2020-04-21,conde,PB,2504603.0
1393,2020-04-21,cravolândia,BA,2909505.0
1394,2020-04-21,cruz do espírito santo,PB,2504900.0
1395,2020-04-21,domingos martins,ES,3201902.0
1396,2020-04-21,espírito santo do dourado,MG,3124401.0
1397,2020-04-21,guaçuí,ES,3202306.0
1398,2020-04-21,inajá,PE,2607000.0
1399,2020-04-21,inhangapi,PA,1503408.0
1400,2020-04-21,irupi,ES,3202652.0
1401,2020-04-21,itabaiana,PB,2506905.0
1402,2020-04-21,itambé,PE,2607653.0
1403,2020-04-21,jataúba,PE,2608008.0
1404,2020-04-21,mandaguari,PR,4114203.0
1405,2020-04-21,maribondo,AL,2704807.0
1406,2020-04-21,maripá de minas,MG,3140209.0
1407,2020-04-21,nazaré paulista,SP,3532405.0
1408,2020-04-21,nazária,PI,2206720.0
1409,2020-04-21,ocara,CE,2309458.0
1410,2020-04-21,pacajá,PA,1505486.0
1411,2020-04-21,paulo afonso,BA,2924009.0
1412,2020-04-21,pimenta bueno,RO,1100189.0
1413,2020-04-21,presidente juscelino,MA,2109205.0
1414,2020-04-21,quatá,SP,3541703.0
1415,2020-04-21,rosário do sul,RS,4316402.0
1416,2020-04-21,santa maria do pará,PA,1506609.0
1417,2020-04-21,são joão do jaguaribe,CE,2312502.0
1418,2020-04-21,são lourenço da serra,SP,3549953.0
1419,2020-04-21,tabira,PE,2614600.0
1420,2020-04-21,tailândia,PA,1507953.0
1421,2020-04-21,tracuateua,PA,1508035.0
1422,2020-04-21,victor graeff,RS,4323200.0
1423,2020-04-21,vista alegre do alto,SP,3556909.0
1424,2020-04-21,água fria,BA,2900405.0
1425,2020-04-22,acajutiba,BA,2900306.0
1426,2020-04-22,alagoa nova,PB,2500403.0
1427,2020-04-22,apuiarés,CE,2300903.0
1428,2020-04-22,ararendá,CE,2301257.0
1429,2020-04-22,barra de são miguel,PB,2501708.0
1430,2020-04-22,boa vista da aparecida,PR,4103057.0
1431,2020-04-22,cabreúva,SP,3508405.0
1432,2020-04-22,campinas do sul,RS,4303806.0
1433,2020-04-22,campo redondo,RN,2402105.0
1434,2020-04-22,carnaúba dos dantas,RN,2402402.0
1435,2020-04-22,conceição de macabu,RJ,3301405.0
1436,2020-04-22,coremas,PB,2504801.0
1437,2020-04-22,curionópolis,PA,1502772.0
1438,2020-04-22,curuçá,PA,1502905.0
1439,2020-04-22,fernando pedroza,RN,2403756.0
1440,2020-04-22,floresta,PR,4107900.0
1441,2020-04-22,garrafão do norte,PA,1503077.0
1442,2020-04-22,ibicaraí,BA,2912103.0
1443,2020-04-22,ipaumirim,CE,2305704.0
1444,2020-04-22,itapororoca,PB,2507101.0
1445,2020-04-22,itatira,CE,2306603.0
1446,2020-04-22,jaborandi,SP,3524204.0
1447,2020-04-22,jaciara,MT,5104807.0
1448,2020-04-22,jucati,PE,2608255.0
1449,2020-04-22,lagoa dourada,MG,3137403.0
1450,2020-04-22,maratá,RS,4311791.0
1451,2020-04-22,nazaré da mata,PE,2609501.0
1452,2020-04-22,nova esperança,PR,4116901.0
1453,2020-04-22,orocó,PE,2609808.0
1454,2020-04-22,panelas,PE,2610202.0
1455,2020-04-22,pedreiras,MA,2108207.0
1456,2020-04-22,piedade dos gerais,MG,3150406.0
1457,2020-04-22,querência do norte,PR,4121000.0
1458,2020-04-22,quixaba,PE,2611533.0
1459,2020-04-22,redenção,PA,1506138.0
1460,2020-04-22,rio branco,MT,5107206.0
1461,2020-04-22,rio preto da eva,AM,1303569.0
1462,2020-04-22,rio real,BA,2927002.0
1463,2020-04-22,serra negra do norte,RN,2413409.0
1464,2020-04-22,serra preta,BA,2930402.0
1465,2020-04-22,serra do navio,AP,1600055.0
1466,2020-04-22,são caetano de odivelas,PA,1507102.0
1467,2020-04-22,são francisco,MG,3161106.0
1468,2020-04-22,são geraldo da piedade,MG,3161601.0
1469,2020-04-22,são joão do araguaia,PA,1507508.0
1470,2020-04-22,são joão dos patos,MA,2111102.0
1471,2020-04-22,teófilo otoni,MG,3168606.0
1472,2020-04-22,tomar do geru,SE,2807501.0
1473,2020-04-22,triunfo,RS,4322004.0
1474,2020-04-22,uruburetama,CE,2313807.0
1475,2020-04-23,aguaí,SP,3500303.0
1476,2020-04-23,alenquer,PA,1500404.0
1477,2020-04-23,almadina,BA,2900900.0
1478,2020-04-23,alto santo,CE,2300705.0
1479,2020-04-23,anadia,AL,2700201.0
1480,2020-04-23,aperibé,RJ,3300159.0
1481,2020-04-23,areiópolis,SP,3503604.0
1482,2020-04-23,barra de santo antônio,AL,2700508.0
1483,2020-04-23,barrinha,SP,3505609.0
1484,2020-04-23,barro alto,GO,5203203.0
1485,2020-04-23,biritiba mirim,SP,3506607.0
1486,2020-04-23,brasília de minas,MG,3108602.0
1487,2020-04-23,cajati,SP,3509254.0
1488,2020-04-23,camocim de são félix,PE,2603504.0
1489,2020-04-23,campo alegre de lourdes,BA,2905909.0
1490,2020-04-23,carnaubal,CE,2303402.0
1491,2020-04-23,castelo do piauí,PI,2202604.0
1492,2020-04-23,codó,MA,2103307.0
1493,2020-04-23,concórdia do pará,PA,1502756.0
1494,2020-04-23,condado,PE,2604601.0
1495,2020-04-23,confresa,MT,5103353.0
1496,2020-04-23,ernestina,RS,4307054.0
1497,2020-04-23,espírito santo do pinhal,SP,3515186.0
1498,2020-04-23,guarabira,PB,2506301.0
1499,2020-04-23,iracema,CE,2306009.0
1500,2020-04-23,itariri,SP,3523305.0
1501,2020-04-23,jaborá,SC,4208609.0
1502,2020-04-23,joão câmara,RN,2405801.0
1503,2020-04-23,lago da pedra,MA,2105708.0
1504,2020-04-23,licínio de almeida,BA,2919405.0
1505,2020-04-23,limoeiro de anadia,AL,2704203.0
1506,2020-04-23,lucélia,SP,3527405.0
1507,2020-04-23,luzilândia,PI,2205805.0
1508,2020-04-23,macuco,RJ,3302452.0
1509,2020-04-23,manaquiri,AM,1302553.0
1510,2020-04-23,miracatu,SP,3529906.0
1511,2020-04-23,monção,MA,2106904.0
1512,2020-04-23,morro da garça,MG,3143609.0
1513,2020-04-23,nazaré do piauí,PI,2206704.0
1514,2020-04-23,novo gama,GO,5215231.0
1515,2020-04-23,pacoti,CE,2309805.0
1516,2020-04-23,palmital,SP,3535309.0
1517,2020-04-23,paripueira,AL,2706448.0
1518,2020-04-23,pedra branca do amapari,AP,1600154.0
1519,2020-04-23,pirassununga,SP,3539301.0
1520,2020-04-23,pitangueiras,SP,3539509.0
1521,2020-04-23,salesópolis,SP,3545001.0
1522,2020-04-23,santa clara do sul,RS,4316758.0
1523,2020-04-23,santa rita do passa quatro,SP,3547502.0
1524,2020-04-23,siqueira campos,PR,4126603.0
1525,2020-04-23,solonópole,CE,2313005.0
1526,2020-04-23,são josé da vitória,BA,2929354.0
1527,2020-04-23,são joão de pirabas,PA,1507474.0
1528,2020-04-23,são sebastião da grama,SP,3550803.0
1529,2020-04-23,sítio novo do tocantins,TO,1720804.0
1530,2020-04-23,tamandaré,PE,2614857.0
1531,2020-04-23,três marias,MG,3169356.0
1532,2020-04-23,tucunduva,RS,4322103.0
1533,2020-04-23,urupá,RO,1101708.0
1534,2020-04-23,vargem bonita,SC,4219176.0
1535,2020-04-23,vassouras,RJ,3306206.0
1536,2020-04-23,xexéu,PE,2616506.0
1537,2020-04-23,água branca,PI,2200202.0
1538,2020-04-24,agrestina,PE,2600302.0
1539,2020-04-24,alagoa grande,PB,2500304.0
1540,2020-04-24,alto alegre do pindaré,MA,2100477.0
1541,2020-04-24,alvorada do gurguéia,PI,2200459.0
1542,2020-04-24,além paraíba,MG,3101508.0
1543,2020-04-24,anapu,PA,1500859.0
1544,2020-04-24,aurora do pará,PA,1500958.0
1545,2020-04-24,balneário barra do sul,SC,4202057.0
1546,2020-04-24,barra bonita,SP,3505302.0
1547,2020-04-24,barracão,PR,4102604.0
1548,2020-04-24,belo oriente,MG,3106309.0
1549,2020-04-24,belo vale,MG,3106408.0
1550,2020-04-24,boa viagem,CE,2302404.0
1551,2020-04-24,bom jesus,PI,2201903.0
1552,2020-04-24,borborema,SP,3507407.0
1553,2020-04-24,brejo santo,CE,2302503.0
1554,2020-04-24,brejo do cruz,PB,2502805.0
1555,2020-04-24,caaporã,PB,2503001.0
1556,2020-04-24,campestre da serra,RS,4303673.0
1557,2020-04-24,campinorte,GO,5204706.0
1558,2020-04-24,campos sales,CE,2302701.0
1559,2020-04-24,cariré,CE,2303105.0
1560,2020-04-24,cordeirópolis,SP,3512407.0
1561,2020-04-24,correntes,PE,2604700.0
1562,2020-04-24,coxixola,PB,2504850.0
1563,2020-04-24,cruz das almas,BA,2909802.0
1564,2020-04-24,delmiro gouveia,AL,2702405.0
1565,2020-04-24,dobrada,SP,3514007.0
1566,2020-04-24,dom pedro,MA,2103802.0
1567,2020-04-24,engenheiro coelho,SP,3515152.0
1568,2020-04-24,estiva,MG,3124500.0
1569,2020-04-24,estrela d'oeste,SP,3515202.0
1570,2020-04-24,floriano peixoto,RS,4308250.0
1571,2020-04-24,guaratuba,PR,4109609.0
1572,2020-04-24,guaíra,SP,3517406.0
1573,2020-04-24,ibimirim,PE,2606606.0
1574,2020-04-24,ilha grande,PI,2204659.0
1575,2020-04-24,ipiaçu,MG,3131406.0
1576,2020-04-24,itaporanga,PB,2507002.0
1577,2020-04-24,itaubal,AP,1600253.0
1578,2020-04-24,itirapina,SP,3523602.0
1579,2020-04-24,jarinu,SP,3525201.0
1580,2020-04-24,josé de freitas,PI,2205508.0
1581,2020-04-24,juquiá,SP,3526100.0
1582,2020-04-24,jurema,PE,2608404.0
1583,2020-04-24,lavrinhas,SP,3526605.0
1584,2020-04-24,mandaguaçu,PR,4114104.0
1585,2020-04-24,manoel emídio,PI,2205904.0
1586,2020-04-24,maragogi,AL,2704500.0
1587,2020-04-24,maragogipe,BA,2920601.0
1588,2020-04-24,marechal floriano,ES,3203346.0
1589,2020-04-24,martinópolis,SP,3529203.0
1590,2020-04-24,mineiros,GO,5213103.0
1591,2020-04-24,montanhas,RN,2407708.0
1592,2020-04-24,nova bréscia,RS,4313003.0
1593,2020-04-24,nova olinda,CE,2309201.0
1594,2020-04-24,nova prata,RS,4313300.0
1595,2020-04-24,nova timboteua,PA,1505007.0
1596,2020-04-24,novo aripuanã,AM,1303304.0
1597,2020-04-24,paragominas,PA,1505502.0
1598,2020-04-24,pedras de fogo,PB,2511202.0
1599,2020-04-24,piaçabuçu,AL,2706802.0
1600,2020-04-24,quaraí,RS,4315305.0
1601,2020-04-24,querência,MT,5107065.0
1602,2020-04-24,quixelô,CE,2311355.0
1603,2020-04-24,salvador do sul,RS,4316501.0
1604,2020-04-24,senhora do porto,MG,3166105.0
1605,2020-04-24,serra negra,SP,3551603.0
1606,2020-04-24,silves,AM,1304005.0
1607,2020-04-24,sátiro dias,BA,2929701.0
1608,2020-04-24,são benedito,CE,2312304.0
1609,2020-04-24,são francisco do brejão,MA,2110856.0
1610,2020-04-24,são joão batista,MA,2111003.0
1611,2020-04-24,são miguel dos campos,AL,2708600.0
1612,2020-04-24,são sebastião do alto,RJ,3305307.0
1613,2020-04-24,tomé-açu,PA,1508001.0
1614,2020-04-24,trindade,PE,2615607.0
1615,2020-04-24,tupaciguara,MG,3169604.0
1616,2020-04-24,umirim,CE,2313757.0
1617,2020-04-24,viseu,PA,1508308.0
1618,2020-04-25,almeirim,PA,1500503.0
1619,2020-04-25,anísio de abreu,PI,2200707.0
1620,2020-04-25,areia,PB,2501104.0
1621,2020-04-25,arvorezinha,RS,4301404.0
1622,2020-04-25,arês,RN,2401206.0
1623,2020-04-25,betânia,PE,2601805.0
1624,2020-04-25,bicas,MG,3106903.0
1625,2020-04-25,bom jesus dos perdões,SP,3507100.0
1626,2020-04-25,boqueirão,PB,2502508.0
1627,2020-04-25,borebi,SP,3507456.0
1628,2020-04-25,cabrobó,PE,2603009.0
1629,2020-04-25,caldeirão grande,BA,2905503.0
1630,2020-04-25,canto do buriti,PI,2202307.0
1631,2020-04-25,choró,CE,2303931.0
1632,2020-04-25,couto magalhães,TO,1706001.0
1633,2020-04-25,deputado irapuan pinheiro,CE,2304269.0
1634,2020-04-25,getúlio vargas,RS,4308904.0
1635,2020-04-25,governador edison lobão,MA,2104552.0
1636,2020-04-25,guamaré,RN,2404507.0
1637,2020-04-25,gurinhém,PB,2506400.0
1638,2020-04-25,holambra,SP,3519055.0
1639,2020-04-25,itacaré,BA,2914901.0
1640,2020-04-25,itajobi,SP,3521903.0
1641,2020-04-25,itaquitinga,PE,2607802.0
1642,2020-04-25,jaraguá,GO,5211800.0
1643,2020-04-25,laje,BA,2918803.0
1644,2020-04-25,livramento de nossa senhora,BA,2919504.0
1645,2020-04-25,marco,CE,2307809.0
1646,2020-04-25,marizópolis,PB,2509156.0
1647,2020-04-25,martinho campos,MG,3140506.0
1648,2020-04-25,monte azul paulista,SP,3531506.0
1649,2020-04-25,morada nova,CE,2308708.0
1650,2020-04-25,muzambinho,MG,3144102.0
1651,2020-04-25,nilo peçanha,BA,2922607.0
1652,2020-04-25,oeiras,PI,2207009.0
1653,2020-04-25,olho d'água das flores,AL,2705705.0
1654,2020-04-25,oliveira dos brejinhos,BA,2923209.0
1655,2020-04-25,ouro branco,RN,2408508.0
1656,2020-04-25,paraipaba,CE,2310258.0
1657,2020-04-25,pedro de toledo,SP,3537206.0
1658,2020-04-25,peritiba,SC,4212601.0
1659,2020-04-25,pinhalzinho,SP,3538204.0
1660,2020-04-25,pirapora do bom jesus,SP,3539103.0
1661,2020-04-25,piripiri,PI,2208403.0
1662,2020-04-25,pontão,RS,4314779.0
1663,2020-04-25,porto calvo,AL,2707305.0
1664,2020-04-25,presidente alves,SP,3541109.0
1665,2020-04-25,presidente castello branco,SC,4213906.0
1666,2020-04-25,presidente dutra,MA,2109106.0
1667,2020-04-25,presidente juscelino,MG,3153202.0
1668,2020-04-25,rio grande do piauí,PI,2209005.0
1669,2020-04-25,santa cruz da conceição,SP,3546207.0
1670,2020-04-25,santa helena de goiás,GO,5219308.0
1671,2020-04-25,santo antônio do aracanguá,SP,3548054.0
1672,2020-04-25,santo antônio do pinhal,SP,3548203.0
1673,2020-04-25,seara,SC,4217501.0
1674,2020-04-25,socorro,SP,3552106.0
1675,2020-04-25,são sebastião,AL,2708808.0
1676,2020-04-25,tapejara,RS,4320909.0
1677,2020-04-25,três cachoeiras,RS,4321667.0
1678,2020-04-25,tuiuti,SP,3554953.0
1679,2020-04-25,várzea grande,PI,2211407.0
1680,2020-04-26,amapá,AP,1600105.0
1681,2020-04-26,arealva,SP,3503406.0
1682,2020-04-26,atalaia,AL,2700409.0
1683,2020-04-26,avelinópolis,GO,5202809.0
1684,2020-04-26,bom jesus do tocantins,PA,1501576.0
1685,2020-04-26,brejo,MA,2102101.0
1686,2020-04-26,buriti dos lopes,PI,2202000.0
1687,2020-04-26,buriticupu,MA,2102325.0
1688,2020-04-26,caetanos,BA,2905156.0
1689,2020-04-26,caetanópolis,MG,3109907.0
1690,2020-04-26,camamu,BA,2905800.0
1691,2020-04-26,candeias do jamari,RO,1100809.0
1692,2020-04-26,caririaçu,CE,2303204.0
1693,2020-04-26,carnaubeira da penha,PE,2603926.0
1694,2020-04-26,cedro,PE,2604304.0
1695,2020-04-26,centro novo do maranhão,MA,2103174.0
1696,2020-04-26,ciríaco,RS,4305504.0
1697,2020-04-26,cordeiro,RJ,3301504.0
1698,2020-04-26,coronel bicaco,RS,4305900.0
1699,2020-04-26,cristinápolis,SE,2801702.0
1700,2020-04-26,cruz alta,RS,4306106.0
1701,2020-04-26,elesbão veloso,PI,2203503.0
1702,2020-04-26,esperança,PB,2506004.0
1703,2020-04-26,estreito,MA,2104057.0
1704,2020-04-26,faria lemos,MG,3125309.0
1705,2020-04-26,granito,PE,2606309.0
1706,2020-04-26,guaraí,TO,1709302.0
1707,2020-04-26,humaitá,AM,1301704.0
1708,2020-04-26,iconha,ES,3202603.0
1709,2020-04-26,igarapé-miri,PA,1503309.0
1710,2020-04-26,iguaracy,PE,2606903.0
1711,2020-04-26,imbé de minas,MG,3130556.0
1712,2020-04-26,irauçuba,CE,2306108.0
1713,2020-04-26,irituia,PA,1503507.0
1714,2020-04-26,itamonte,MG,3133006.0
1715,2020-04-26,itaparica,BA,2916104.0
1716,2020-04-26,itapiranga,AM,1302009.0
1717,2020-04-26,itá,SC,4208005.0
1718,2020-04-26,jaguaribara,CE,2306801.0
1719,2020-04-26,lagoa do ouro,PE,2608602.0
1720,2020-04-26,lajedo do tabocal,BA,2919058.0
1721,2020-04-26,lajedo,PE,2608800.0
1722,2020-04-26,marataízes,ES,3203320.0
1723,2020-04-26,marcelino ramos,RS,4311908.0
1724,2020-04-26,martinópole,CE,2307908.0
1725,2020-04-26,maruim,SE,2804003.0
1726,2020-04-26,matriz de camaragibe,AL,2705101.0
1727,2020-04-26,miraíma,CE,2308377.0
1728,2020-04-26,mocajuba,PA,1504604.0
1729,2020-04-26,niquelândia,GO,5214606.0
1730,2020-04-26,nova esperança do piriá,PA,1504950.0
1731,2020-04-26,olho d'água das cunhãs,MA,2107407.0
1732,2020-04-26,orobó,PE,2609709.0
1733,2020-04-26,ouricuri,PE,2609907.0
1734,2020-04-26,paranapoema,PR,4118303.0
1735,2020-04-26,ponte serrada,SC,4213401.0
1736,2020-04-26,poço fundo,MG,3151701.0
1737,2020-04-26,santa bárbara do sul,RS,4316709.0
1738,2020-04-26,santa maria madalena,RJ,3304607.0
1739,2020-04-26,são domingos do capim,PA,1507201.0
1740,2020-04-26,são francisco do piauí,PI,2209708.0
1741,2020-04-26,são joaquim do monte,PE,2613305.0
1742,2020-04-26,são josé de ubá,RJ,3305133.0
1743,2020-04-26,são romão,MG,3164209.0
1744,2020-04-26,tartarugalzinho,AP,1600709.0
1745,2020-04-26,terra nova,PE,2615201.0
1746,2020-04-26,trindade do sul,RS,4321956.0
1747,2020-04-26,três palmeiras,RS,4321857.0
1748,2020-04-26,turvo,SC,4218806.0
1749,2020-04-26,ubaitaba,BA,2932200.0
1750,2020-04-26,venturosa,PE,2616001.0
1751,2020-04-26,xavantina,SC,4219606.0
1752,2020-04-26,água preta,PE,2600401.0
1753,2020-04-27,abaiara,CE,2300101.0
1754,2020-04-27,areia branca,SE,2800506.0
1755,2020-04-27,augustinópolis,TO,1702554.0
1756,2020-04-27,auriflama,SP,3504206.0
1757,2020-04-27,barras,PI,2201200.0
1758,2020-04-27,bom jardim,MA,2102002.0
1759,2020-04-27,bonito,PA,1501600.0
1760,2020-04-27,campo do tenente,PR,4104105.0
1761,2020-04-27,candiota,RS,4304358.0
1762,2020-04-27,canindé de são francisco,SE,2801207.0
1763,2020-04-27,colinas,RS,4305587.0
1764,2020-04-27,conceição do lago-açu,MA,2103554.0
1765,2020-04-27,corrente,PI,2202901.0
1766,2020-04-27,céu azul,PR,4105300.0
1767,2020-04-27,derrubadas,RS,4306320.0
1768,2020-04-27,fartura do piauí,PI,2203750.0
1769,2020-04-27,faxinal dos guedes,SC,4205308.0
1770,2020-04-27,frecheirinha,CE,2304509.0
1771,2020-04-27,horizontina,RS,4309605.0
1772,2020-04-27,ibirama,SC,4206900.0
1773,2020-04-27,igaraçu do tietê,SP,3520004.0
1774,2020-04-27,ipameri,GO,5210109.0
1775,2020-04-27,ipu,CE,2305803.0
1776,2020-04-27,itajá,RN,2404853.0
1777,2020-04-27,italva,RJ,3302056.0
1778,2020-04-27,itapuã do oeste,RO,1101104.0
1779,2020-04-27,ituverava,SP,3524105.0
1780,2020-04-27,jaqueira,PE,2607950.0
1781,2020-04-27,lagoa seca,PB,2508307.0
1782,2020-04-27,magalhães de almeida,MA,2106300.0
1783,2020-04-27,mari,PB,2509107.0
1784,2020-04-27,minas novas,MG,3141801.0
1785,2020-04-27,missão velha,CE,2308401.0
1786,2020-04-27,monsenhor gil,PI,2206407.0
1787,2020-04-27,paraíso do norte,PR,4118006.0
1788,2020-04-27,pedro leopoldo,MG,3149309.0
1789,2020-04-27,pio ix,PI,2208205.0
1790,2020-04-27,poconé,MT,5106505.0
1791,2020-04-27,pradópolis,SP,3540903.0
1792,2020-04-27,primavera,PE,2611408.0
1793,2020-04-27,ribeirópolis,SE,2806008.0
1794,2020-04-27,rosário do catete,SE,2806107.0
1795,2020-04-27,santa fé do sul,SP,3546603.0
1796,2020-04-27,santa maria,RN,2409332.0
1797,2020-04-27,santaluz,BA,2928000.0
1798,2020-04-27,são josé do vale do rio preto,RJ,3305158.0
1799,2020-04-27,são joão da ponta,PA,1507466.0
1800,2020-04-27,são miguel do tocantins,TO,1720200.0
1801,2020-04-27,urutaí,GO,5221809.0
1802,2020-04-27,uruçuí,PI,2211209.0
1803,2020-04-28,alto alegre do maranhão,MA,2100436.0
1804,2020-04-28,amarante do maranhão,MA,2100600.0
1805,2020-04-28,aquidabã,SE,2800209.0
1806,2020-04-28,aracatu,BA,2902005.0
1807,2020-04-28,araquari,SC,4201307.0
1808,2020-04-28,araçagi,PB,2500809.0
1809,2020-04-28,baixo guandu,ES,3200805.0
1810,2020-04-28,barra de são francisco,ES,3200904.0
1811,2020-04-28,bocaina,SP,3506805.0
1812,2020-04-28,caconde,SP,3508702.0
1813,2020-04-28,catingueira,PB,2504207.0
1814,2020-04-28,coelho neto,MA,2103406.0
1815,2020-04-28,colina,SP,3512001.0
1816,2020-04-28,conceição da barra,ES,3201605.0
1817,2020-04-28,conceição do castelo,ES,3201704.0
1818,2020-04-28,cosmorama,SP,3512902.0
1819,2020-04-28,cosmópolis,SP,3512803.0
1820,2020-04-28,divino de são lourenço,ES,3201803.0
1821,2020-04-28,dores do rio preto,ES,3202009.0
1822,2020-04-28,dário meira,BA,2910008.0
1823,2020-04-28,ecoporanga,ES,3202108.0
1824,2020-04-28,feliz,RS,4308102.0
1825,2020-04-28,flores,PE,2605608.0
1826,2020-04-28,fraiburgo,SC,4205506.0
1827,2020-04-28,governador lindenberg,ES,3202256.0
1828,2020-04-28,guará,SP,3517703.0
1829,2020-04-28,ibatiba,ES,3202454.0
1830,2020-04-28,ibitirama,ES,3202553.0
1831,2020-04-28,itaguaçu,ES,3202702.0
1832,2020-04-28,itarana,ES,3202900.0
1833,2020-04-28,iúna,ES,3203007.0
1834,2020-04-28,jaguarari,BA,2917706.0
1835,2020-04-28,jaguaré,ES,3203056.0
