,Datas,Cidades,Estados,Geocode
4095,2020-06-02,correntina,BA,2909307.0
4096,2020-06-02,cumari,GO,5206602.0
4097,2020-06-02,curiúva,PR,4107009.0
4098,2020-06-02,curral velho,PB,2505303.0
4099,2020-06-02,david canabarro,RS,4306304.0
4100,2020-06-02,embaúba,SP,3514957.0
4101,2020-06-02,entre folhas,MG,3123858.0
4102,2020-06-02,flores de goiás,GO,5207907.0
4103,2020-06-02,gabriel monteiro,SP,3516507.0
4104,2020-06-02,ibiraiaras,RS,4309902.0
4105,2020-06-02,inhacorá,RS,4310413.0
4106,2020-06-02,jandaíra,BA,2917904.0
4107,2020-06-02,jerumenha,PI,2205300.0
4108,2020-06-02,juranda,PR,4112959.0
4109,2020-06-02,laguna carapã,MS,5005251.0
4110,2020-06-02,luz,MG,3138807.0
4111,2020-06-02,maetinga,BA,2919959.0
4112,2020-06-02,maripá,PR,4115358.0
4113,2020-06-02,nazarezinho,PB,2510006.0
4114,2020-06-02,nova américa da colina,PR,4116604.0
4115,2020-06-02,nova luzitânia,SP,3533304.0
4116,2020-06-02,nova olímpia,PR,4117206.0
4117,2020-06-02,palmas de monte alto,BA,2923407.0
4118,2020-06-02,paranapuã,SP,3535903.0
4119,2020-06-02,paranatinga,MT,5106307.0
4120,2020-06-02,pedra lavrada,PB,2511103.0
4121,2020-06-02,pinheiro machado,RS,4314506.0
4122,2020-06-02,rafael godeiro,RN,2410603.0
4123,2020-06-02,ribeirão do largo,BA,2926657.0
4124,2020-06-02,rondinha,RS,4316204.0
4125,2020-06-02,santa rita do novo destino,GO,5219456.0
4126,2020-06-02,santo antônio do leste,MT,5107792.0
4127,2020-06-02,senador modestino gonçalves,MG,3165909.0
4128,2020-06-02,serra dourada,BA,2930303.0
4129,2020-06-02,são martinho da serra,RS,4319125.0
4130,2020-06-02,vespasiano corrêa,RS,4322855.0
4131,2020-06-02,vitória das missões,RS,4323754.0
4132,2020-06-02,wanderley,BA,2933455.0
4133,2020-06-03,acauã,PI,2200053.0
4134,2020-06-03,antônio carlos,MG,3102902.0
4135,2020-06-03,antônio dias,MG,3103009.0
4136,2020-06-03,aparecida do taboado,MS,5001003.0
4137,2020-06-03,barra longa,MG,3105707.0
4138,2020-06-03,bernardino batista,PB,2502052.0
4139,2020-06-03,bom jardim da serra,SC,4202503.0
4140,2020-06-03,borá,SP,3507209.0
4141,2020-06-03,cajueiro da praia,PI,2202083.0
4142,2020-06-03,canabrava do norte,MT,5102694.0
4143,2020-06-03,cantagalo,PR,4104451.0
4144,2020-06-03,caravelas,BA,2906907.0
4145,2020-06-03,caraúbas,PB,2504074.0
4146,2020-06-03,carmo de minas,MG,3114105.0
4147,2020-06-03,cezarina,GO,5205455.0
4148,2020-06-03,chupinguaia,RO,1100924.0
4149,2020-06-03,corguinho,MS,5003108.0
4150,2020-06-03,correia pinto,SC,4204558.0
4151,2020-06-03,echaporã,SP,3514700.0
4152,2020-06-03,firmino alves,BA,2910909.0
4153,2020-06-03,ijaci,MG,3130408.0
4154,2020-06-03,ipiranga de goiás,GO,5210158.0
4155,2020-06-03,matina,BA,2921054.0
4156,2020-06-03,modelo,SC,4210902.0
4157,2020-06-03,monte alegre dos campos,RS,4312377.0
4158,2020-06-03,rio vermelho,MG,3156007.0
4159,2020-06-03,santa cruz do xingu,MT,5107743.0
4160,2020-06-03,santa helena de minas,MG,3157658.0
4161,2020-06-03,santo augusto,RS,4317806.0
4162,2020-06-03,solidão,PE,2614402.0
4163,2020-06-03,sussuapara,PI,2210938.0
4164,2020-06-03,são josé do hortêncio,RS,4318481.0
4165,2020-06-03,sítio do quinto,BA,2930766.0
4166,2020-06-03,taquaral,SP,3553658.0
4167,2020-06-03,tiradentes do sul,RS,4321477.0
4168,2020-06-03,turmalina,SP,3555307.0
4169,2020-06-03,água branca,AL,2700102.0
4170,2020-06-04,arapuá,MG,3103801.0
4171,2020-06-04,arroio trinta,SC,4201604.0
4172,2020-06-04,bonito,BA,2904050.0
4173,2020-06-04,buritis,MG,3109303.0
4174,2020-06-04,caiuá,SP,3509106.0
4175,2020-06-04,campo limpo de goiás,GO,5204854.0
4176,2020-06-04,carvalhópolis,MG,3114709.0
4177,2020-06-04,chiapetta,RS,4305405.0
4178,2020-06-04,damolândia,GO,5206800.0
4179,2020-06-04,diamante,PB,2505600.0
4180,2020-06-04,erval velho,SC,4205209.0
4181,2020-06-04,formosa do rio preto,BA,2911105.0
4182,2020-06-04,goiás,GO,5208905.0
4183,2020-06-04,guatapará,SP,3518859.0
4184,2020-06-04,ibicuí,BA,2912301.0
4185,2020-06-04,ibipitanga,BA,2912509.0
4186,2020-06-04,israelândia,GO,5210307.0
4187,2020-06-04,itabirinha,MG,3131802.0
4188,2020-06-04,itatiba do sul,RS,4310702.0
4189,2020-06-04,itiquira,MT,5104609.0
4190,2020-06-04,jandaia,GO,5211701.0
4191,2020-06-04,joanésia,MG,3136108.0
4192,2020-06-04,joão ramalho,SP,3525607.0
4193,2020-06-04,jussara,BA,2918506.0
4194,2020-06-04,montes claros de goiás,GO,5213707.0
4195,2020-06-04,natividade da serra,SP,3532306.0
4196,2020-06-04,nova resende,MG,3145109.0
4197,2020-06-04,paraíso,SC,4212239.0
4198,2020-06-04,placas,PA,1505650.0
4199,2020-06-04,prata,PB,2512200.0
4200,2020-06-04,protásio alves,RS,4315172.0
4201,2020-06-04,pé de serra,BA,2924058.0
4202,2020-06-04,saltinho,SC,4215356.0
4203,2020-06-04,santo andré,PB,2513851.0
4204,2020-06-04,são francisco,SP,3549003.0
4205,2020-06-04,são josé do rio claro,MT,5107305.0
4206,2020-06-04,são joão da paraúna,GO,5220058.0
4207,2020-06-04,são joão da serra,PI,2209906.0
4208,2020-06-04,são miguel da boa vista,SC,4217154.0
4209,2020-06-04,são pedro do sul,RS,4319406.0
4210,2020-06-04,ubaporanga,MG,3170057.0
4211,2020-06-04,água fria de goiás,GO,5200175.0
4212,2020-06-04,águas formosas,MG,3100906.0
4213,2020-06-05,adelândia,GO,5200159.0
4214,2020-06-05,alvinópolis,MG,3102308.0
4215,2020-06-05,antônio olinto,PR,4101309.0
4216,2020-06-05,barracão,RS,4301800.0
4217,2020-06-05,boa nova,BA,2903706.0
4218,2020-06-05,bocaina do sul,SC,4202438.0
4219,2020-06-05,bom sucesso,PB,2502300.0
4220,2020-06-05,boninal,BA,2904001.0
4221,2020-06-05,brejo dos santos,PB,2502904.0
4222,2020-06-05,brotas de macaúbas,BA,2904506.0
4223,2020-06-05,buritizeiro,MG,3109402.0
4224,2020-06-05,caiana,MG,3110103.0
4225,2020-06-05,cambará do sul,RS,4303608.0
4226,2020-06-05,caraí,MG,3113008.0
4227,2020-06-05,carinhanha,BA,2907103.0
4228,2020-06-05,chorrochó,BA,2907707.0
4229,2020-06-05,constantina,RS,4305801.0
4230,2020-06-05,crixás,GO,5206404.0
4231,2020-06-05,cruzmaltina,PR,4106852.0
4232,2020-06-05,diamantino,MT,5103502.0
4233,2020-06-05,enéas marques,PR,4107405.0
4234,2020-06-05,guarani,MG,3128402.0
4235,2020-06-05,hidrolina,GO,5209804.0
4236,2020-06-05,ibiaçá,RS,4309803.0
4237,2020-06-05,iramaia,BA,2914307.0
4238,2020-06-05,itacurubi,RS,4310553.0
4239,2020-06-05,jampruca,MG,3135076.0
4240,2020-06-05,japira,PR,4112306.0
4241,2020-06-05,jordânia,MG,3136504.0
4242,2020-06-05,joão pinheiro,MG,3136306.0
4243,2020-06-05,júlio mesquita,SP,3525805.0
4244,2020-06-05,lagoinha do piauí,PI,2205540.0
4245,2020-06-05,mata verde,MG,3140555.0
4246,2020-06-05,monte alegre do sul,SP,3531209.0
4247,2020-06-05,monte santo de minas,MG,3143203.0
4248,2020-06-05,nova alvorada,RS,4312757.0
4249,2020-06-05,nova união,MG,3136603.0
4250,2020-06-05,palmares do sul,RS,4313656.0
4251,2020-06-05,pedrinópolis,MG,3149200.0
4252,2020-06-05,piraí do sul,PR,4119400.0
4253,2020-06-05,planalto,BA,2925006.0
4254,2020-06-05,ponte preta,RS,4314787.0
4255,2020-06-05,porto barreiro,PR,4120150.0
4256,2020-06-05,queiroz,SP,3541802.0
4257,2020-06-05,rafard,SP,3542107.0
4258,2020-06-05,redenção da serra,SP,3542305.0
4259,2020-06-05,ribeirão do sul,SP,3543204.0
4260,2020-06-05,rio casca,MG,3154903.0
4261,2020-06-05,rosário da limeira,MG,3156452.0
4262,2020-06-05,santa amélia,PR,4123105.0
4263,2020-06-05,santa carmem,MT,5107248.0
4264,2020-06-05,santa inês,PR,4123600.0
4265,2020-06-05,santa juliana,MG,3157708.0
4266,2020-06-05,silveirânia,MG,3167301.0
4267,2020-06-05,são gabriel,BA,2929255.0
4268,2020-06-05,tanque novo,BA,2931053.0
4269,2020-06-05,tapera,RS,4321006.0
4270,2020-06-05,tapes,RS,4321105.0
4271,2020-06-05,teolândia,BA,2931608.0
4272,2020-06-05,tibagi,PR,4127502.0
4273,2020-06-05,tremedal,BA,2931806.0
4274,2020-06-05,uibaí,BA,2932408.0
4275,2020-06-06,bento de abreu,SP,3506201.0
4276,2020-06-06,bom jesus do amparo,MG,3107703.0
4277,2020-06-06,bom jesus do sul,PR,4103156.0
4278,2020-06-06,boqueirão do piauí,PI,2201945.0
4279,2020-06-06,califórnia,PR,4103503.0
4280,2020-06-06,campo florido,MG,3111408.0
4281,2020-06-06,caraá,RS,4304713.0
4282,2020-06-06,colorado do oeste,RO,1100064.0
4283,2020-06-06,conceição das pedras,MG,3117207.0
4284,2020-06-06,confins,MG,3117876.0
4285,2020-06-06,coronel xavier chaves,MG,3119708.0
4286,2020-06-06,corumbataí,SP,3512704.0
4287,2020-06-06,corumbiara,RO,1100072.0
4288,2020-06-06,ermo,SC,4205191.0
4289,2020-06-06,flores do piauí,PI,2203800.0
4290,2020-06-06,iguatama,MG,3130309.0
4291,2020-06-06,iraí de minas,MG,3131604.0
4292,2020-06-06,iuiu,BA,2917334.0
4293,2020-06-06,jacutinga,RS,4310900.0
4294,2020-06-06,jaguarão,RS,4311007.0
4295,2020-06-06,liberato salzano,RS,4311601.0
4296,2020-06-06,luiziânia,SP,3527702.0
4297,2020-06-06,machacalis,MG,3138906.0
4298,2020-06-06,malhada,BA,2920205.0
4299,2020-06-06,monte formoso,MG,3143153.0
4300,2020-06-06,mortugaba,BA,2921807.0
4301,2020-06-06,muquém do são francisco,BA,2922250.0
4302,2020-06-06,nova canaã,BA,2922706.0
4303,2020-06-06,novo oriente de minas,MG,3145356.0
4304,2020-06-06,ocauçu,SP,3533700.0
4305,2020-06-06,passo do sobrado,RS,4314076.0
4306,2020-06-06,santa cruz,PB,2513208.0
4307,2020-06-06,santa efigênia de minas,MG,3157500.0
4308,2020-06-06,são pedro do suaçuí,MG,3164100.0
4309,2020-06-06,são roque de minas,MG,3164308.0
4310,2020-06-06,teixeirópolis,RO,1101559.0
4311,2020-06-06,terenos,MS,5008008.0
4312,2020-06-06,união de minas,MG,3170438.0
4313,2020-06-07,bambuí,MG,3105103.0
4314,2020-06-07,barra da estiva,BA,2902807.0
4315,2020-06-07,braúna,SP,3507704.0
4316,2020-06-07,brunópolis,SC,4202875.0
4317,2020-06-07,caridade do piauí,PI,2202554.0
4318,2020-06-07,coração de jesus,MG,3118809.0
4319,2020-06-07,coronel ezequiel,RN,2402808.0
4320,2020-06-07,dom joaquim,MG,3122603.0
4321,2020-06-07,exu,PE,2605301.0
4322,2020-06-07,guaraciama,MG,3128253.0
4323,2020-06-07,guiricema,MG,3129004.0
4324,2020-06-07,itaguajé,PR,4110904.0
4325,2020-06-07,iturama,MG,3134400.0
4326,2020-06-07,jatobá do piauí,PI,2205276.0
4327,2020-06-07,marinópolis,SP,3529104.0
4328,2020-06-07,marmeleiro,PR,4115408.0
4329,2020-06-07,mirassolândia,SP,3530409.0
4330,2020-06-07,nova marilândia,MT,5108857.0
4331,2020-06-07,periquito,MG,3149952.0
4332,2020-06-07,ponto dos volantes,MG,3152170.0
4333,2020-06-07,quatro pontes,PR,4120853.0
4334,2020-06-07,quijingue,BA,2925907.0
4335,2020-06-07,santo antônio do sudoeste,PR,4124400.0
4336,2020-06-07,são francisco de assis,RS,4318101.0
4337,2020-06-07,são gonçalo do pará,MG,3161809.0
4338,2020-06-07,turmalina,MG,3169703.0
4339,2020-06-07,vera cruz do oeste,PR,4128559.0
4340,2020-06-07,virmond,PR,4128658.0
4341,2020-06-08,abre campo,MG,3100302.0
4342,2020-06-08,andorinha,BA,2901353.0
4343,2020-06-08,angical,BA,2901403.0
4344,2020-06-08,antônio gonçalves,BA,2901809.0
4345,2020-06-08,baixa grande,BA,2902609.0
4346,2020-06-08,barro alto,BA,2903235.0
4347,2020-06-08,bela vista do toldo,SC,4202131.0
4348,2020-06-08,belo campo,BA,2903508.0
4349,2020-06-08,botuporã,BA,2904209.0
4350,2020-06-08,brejolândia,BA,2904407.0
4351,2020-06-08,brejões,BA,2904308.0
4352,2020-06-08,caatiba,BA,2904803.0
4353,2020-06-08,cafarnaum,BA,2905305.0
4354,2020-06-08,campinápolis,MT,5102603.0
4355,2020-06-08,canápolis,BA,2906105.0
4356,2020-06-08,capela nova,MG,3112208.0
4357,2020-06-08,catolândia,BA,2907400.0
4358,2020-06-08,caturama,BA,2907558.0
4359,2020-06-08,centenário,RS,4305116.0
4360,2020-06-08,contendas do sincorá,BA,2908804.0
4361,2020-06-08,cordeiros,BA,2909000.0
4362,2020-06-08,coribe,BA,2909109.0
4363,2020-06-08,cotegipe,BA,2909406.0
4364,2020-06-08,dom macedo costa,BA,2910206.0
4365,2020-06-08,elísio medrado,BA,2910305.0
4366,2020-06-08,estrela do norte,GO,5207501.0
4367,2020-06-08,feira da mata,BA,2910776.0
4368,2020-06-08,feliz natal,MT,5103700.0
4369,2020-06-08,formoso,MG,3126208.0
4370,2020-06-08,gavião,BA,2911253.0
4371,2020-06-08,gentio do ouro,BA,2911303.0
4372,2020-06-08,guajeru,BA,2911659.0
4373,2020-06-08,heliópolis,BA,2911857.0
4374,2020-06-08,ibiassucê,BA,2912004.0
4375,2020-06-08,ibicoara,BA,2912202.0
4376,2020-06-08,ibiquera,BA,2912608.0
4377,2020-06-08,ibititá,BA,2913101.0
4378,2020-06-08,ichu,BA,2913309.0
4379,2020-06-08,igaporã,BA,2913408.0
4380,2020-06-08,ipupiara,BA,2914109.0
4381,2020-06-08,irajuba,BA,2914208.0
4382,2020-06-08,iraquara,BA,2914406.0
4383,2020-06-08,itagimirim,BA,2915304.0
4384,2020-06-08,itaju do colônia,BA,2915403.0
4385,2020-06-08,itambé,BA,2915809.0
4386,2020-06-08,itiruçu,BA,2916906.0
4387,2020-06-08,jeremoabo,BA,2918100.0
4388,2020-06-08,jucuruçu,BA,2918456.0
4389,2020-06-08,jundiaí do sul,PR,4112900.0
4390,2020-06-08,lagoa real,BA,2918753.0
4391,2020-06-08,lajedinho,BA,2919009.0
4392,2020-06-08,lençóis,BA,2919306.0
4393,2020-06-08,macajuba,BA,2919603.0
4394,2020-06-08,macururé,BA,2919900.0
4395,2020-06-08,marcelino vieira,RN,2407302.0
4396,2020-06-08,mimoso de goiás,GO,5213053.0
4397,2020-06-08,nova itarana,BA,2922805.0
4398,2020-06-08,nova redenção,BA,2922854.0
4399,2020-06-08,novo horizonte,BA,2923035.0
4400,2020-06-08,planaltino,BA,2924900.0
4401,2020-06-08,rio azul,PR,4122008.0
4402,2020-06-08,rio de contas,BA,2926707.0
4403,2020-06-08,santa terezinha do progresso,SC,4215687.0
4404,2020-06-08,santana,BA,2928208.0
4405,2020-06-08,santo antônio da barra,GO,5219712.0
4406,2020-06-08,sebastianópolis do sul,SP,3551306.0
4407,2020-06-08,sebastião laranjeiras,BA,2930006.0
4408,2020-06-08,são félix do coribe,BA,2929057.0
4409,2020-06-08,são miguel das matas,BA,2929404.0
4410,2020-06-08,sítio do mato,BA,2930758.0
4411,2020-06-08,tabaporã,MT,5107941.0
4412,2020-06-08,tapiramutá,BA,2931301.0
4413,2020-06-08,teodoro sampaio,BA,2931400.0
4414,2020-06-08,várzea do poço,BA,2933109.0
4415,2020-06-08,wagner,BA,2933406.0
4416,2020-06-08,érico cardoso,BA,2900504.0
4417,2020-06-09,angélica,MS,5000856.0
4418,2020-06-09,arapeí,SP,3503158.0
4419,2020-06-09,bom jesus,SC,4202537.0
4420,2020-06-09,braço do trombudo,SC,4202859.0
4421,2020-06-09,cabrália paulista,SP,3508306.0
4422,2020-06-09,caracol,MS,5002803.0
4423,2020-06-09,dois lajeados,RS,4306452.0
4424,2020-06-09,iguatemi,MS,5004304.0
4425,2020-06-09,inaciolândia,GO,5209937.0
4426,2020-06-09,itaúba,MT,5104559.0
4427,2020-06-09,lontra,MG,3138658.0
4428,2020-06-09,medeiros,MG,3141306.0
4429,2020-06-09,mercês,MG,3141603.0
4430,2020-06-09,mossâmedes,GO,5213905.0
4431,2020-06-09,pato bragado,PR,4118451.0
4432,2020-06-09,patos do piauí,PI,2207777.0
4433,2020-06-09,prata do piauí,PI,2208601.0
4434,2020-06-09,romelândia,SC,4215208.0
4435,2020-06-09,roque gonzales,RS,4316303.0
4436,2020-06-09,sabino,SP,3544608.0
4437,2020-06-09,sagrada família,RS,4316428.0
4438,2020-06-09,salinas,MG,3157005.0
4439,2020-06-09,santa helena,PR,4123501.0
4440,2020-06-09,santa isabel,GO,5219357.0
4441,2020-06-09,santo antônio dos milagres,PI,2209450.0
4442,2020-06-09,santo hipólito,MG,3160603.0
4443,2020-06-09,senhora dos remédios,MG,3166204.0
4444,2020-06-09,taiobeiras,MG,3168002.0
4445,2020-06-10,analândia,SP,3502002.0
4446,2020-06-10,apiúna,SC,4201257.0
4447,2020-06-10,barão de monte alto,MG,3105509.0
4448,2020-06-10,brasnorte,MT,5101902.0
4449,2020-06-10,cafezal do sul,PR,4103479.0
4450,2020-06-10,castanheiras,RO,1100908.0
4451,2020-06-10,cláudia,MT,5103056.0
4452,2020-06-10,cuparaque,MG,3120839.0
4453,2020-06-10,curral de dentro,MG,3120870.0
4454,2020-06-10,cândido de abreu,PR,4104402.0
4455,2020-06-10,cônego marinho,MG,3117836.0
4456,2020-06-10,dirce reis,SP,3513850.0
4457,2020-06-10,floresta do piauí,PI,2203859.0
4458,2020-06-10,galiléia,MG,3127305.0
4459,2020-06-10,gaúcha do norte,MT,5103858.0
4460,2020-06-10,guarda-mor,MG,3128600.0
4461,2020-06-10,indianópolis,MG,3130705.0
4462,2020-06-10,inhaúma,MG,3131000.0
4463,2020-06-10,ipaussu,SP,3520905.0
4464,2020-06-10,iporã do oeste,SC,4207650.0
4465,2020-06-10,itapirapuã,GO,5211008.0
4466,2020-06-10,japonvar,MG,3135357.0
4467,2020-06-10,luisburgo,MG,3138674.0
4468,2020-06-10,martins soares,MG,3140530.0
4469,2020-06-10,monte alegre do piauí,PI,2206605.0
4470,2020-06-10,monte das gameleiras,RN,2407906.0
4471,2020-06-10,novo brasil,GO,5215207.0
4472,2020-06-10,paes landim,PI,2207306.0
4473,2020-06-10,pimenta,MG,3150505.0
4474,2020-06-10,porto xavier,RS,4315107.0
4475,2020-06-10,pouso alto,MG,3152600.0
4476,2020-06-10,renascença,PR,4121604.0
4477,2020-06-10,resende costa,MG,3154200.0
4478,2020-06-10,rio pardo de minas,MG,3155603.0
4479,2020-06-10,sardoá,MG,3165503.0
4480,2020-06-10,serranópolis do iguaçu,PR,4126355.0
4481,2020-06-10,sossêgo,PB,2516151.0
4482,2020-06-10,são joão batista do glória,MG,3162203.0
4483,2020-06-10,tiradentes,MG,3168804.0
4484,2020-06-10,ubiratã,PR,4128005.0
4485,2020-06-10,urucuia,MG,3170529.0
4486,2020-06-10,vicentinópolis,GO,5222054.0
4487,2020-06-11,adrianópolis,PR,4100202.0
4488,2020-06-11,agricolândia,PI,2200103.0
4489,2020-06-11,alvorada de minas,MG,3102407.0
4490,2020-06-11,aparecida d'oeste,SP,3502606.0
4491,2020-06-11,aramina,SP,3503000.0
4492,2020-06-11,atalaia,PR,4102208.0
4493,2020-06-11,coroaci,MG,3119203.0
4494,2020-06-11,coronel pilar,RS,4305934.0
4495,2020-06-11,cristais paulista,SP,3513207.0
4496,2020-06-11,córrego fundo,MG,3119955.0
4497,2020-06-11,dom pedro de alcântara,RS,4306551.0
4498,2020-06-11,dores de guanhães,MG,3123106.0
4499,2020-06-11,doresópolis,MG,3123403.0
4500,2020-06-11,inimutaba,MG,3131109.0
4501,2020-06-11,itaju,SP,3522000.0
4502,2020-06-11,itanhomi,MG,3133204.0
4503,2020-06-11,itaverava,MG,3133907.0
4504,2020-06-11,jóia,RS,4311155.0
4505,2020-06-11,mariana pimentel,RS,4311981.0
4506,2020-06-11,marquinho,PR,4115457.0
4507,2020-06-11,mauá da serra,PR,4115754.0
4508,2020-06-11,novo horizonte do sul,MS,5006259.0
4509,2020-06-11,novo machado,RS,4313425.0
4510,2020-06-11,palmeira do piauí,PI,2207405.0
4511,2020-06-11,passa tempo,MG,3147709.0
4512,2020-06-11,paulicéia,SP,3536406.0
4513,2020-06-11,paulo frontin,PR,4118709.0
4514,2020-06-11,piedade do rio grande,MG,3150307.0
4515,2020-06-11,pinheirinho do vale,RS,4314498.0
4516,2020-06-11,presidente olegário,MG,3153400.0
4517,2020-06-11,ribeira,SP,3542800.0
4518,2020-06-11,santa bárbara do leste,MG,3157252.0
4519,2020-06-11,santa ernestina,SP,3546504.0
4520,2020-06-11,são miguel do anta,MG,3163805.0
4521,2020-06-11,são paulo das missões,RS,4319307.0
4522,2020-06-11,são pedro do iguaçu,PR,4125753.0
4523,2020-06-11,ubarana,SP,3555356.0
4524,2020-06-12,arinos,MG,3104502.0
4525,2020-06-12,colômbia,SP,3512100.0
4526,2020-06-12,crucilândia,MG,3120607.0
4527,2020-06-12,figueirópolis d'oeste,MT,5103809.0
4528,2020-06-12,guarani das missões,RS,4309506.0
4529,2020-06-12,maravilhas,MG,3139706.0
4530,2020-06-12,mostardas,RS,4312500.0
4531,2020-06-12,porto dos gaúchos,MT,5106802.0
4532,2020-06-12,salto do lontra,PR,4123006.0
4533,2020-06-12,senador firmino,MG,3165701.0
4534,2020-06-12,serra nova dourada,MT,5107883.0
4535,2020-06-12,são gonçalo do rio preto,MG,3125507.0
4536,2020-06-12,são josé de princesa,PB,2514552.0
4537,2020-06-13,cafelândia,SP,3508801.0
4538,2020-06-13,corumbataí do sul,PR,4106555.0
4539,2020-06-13,engenheiro beltrão,PR,4107504.0
4540,2020-06-13,general carneiro,MT,5103908.0
4541,2020-06-13,glicério,SP,3517109.0
4542,2020-06-13,nossa senhora de nazaré,PI,2206753.0
4543,2020-06-13,nova aurora,GO,5214804.0
4544,2020-06-13,oratórios,MG,3145851.0
4545,2020-06-13,pinhal,RS,4314456.0
4546,2020-06-13,santa maria do herval,RS,4316956.0
4547,2020-06-13,simonésia,MG,3167608.0
4548,2020-06-13,são gonçalo do abaeté,MG,3161700.0
4549,2020-06-13,são josé das palmeiras,PR,4125456.0
4550,2020-06-13,teixeira soares,PR,4127007.0
4551,2020-06-13,triunfo,PB,2516805.0
4552,2020-06-14,cassilândia,MS,5002902.0
4553,2020-06-14,cruz machado,PR,4106803.0
4554,2020-06-14,frei gaspar,MG,3126802.0
4555,2020-06-14,frei martinho,PB,2506202.0
4556,2020-06-14,icém,SP,3519808.0
4557,2020-06-14,jaíba,MG,3135050.0
4558,2020-06-14,luminárias,MG,3138708.0
4559,2020-06-14,piedade de caratinga,MG,3150158.0
4560,2020-06-14,santo inácio do piauí,PI,2209500.0
4561,2020-06-14,são domingos das dores,MG,3160959.0
4562,2020-06-14,turvo,PR,4127965.0
4563,2020-06-15,alegrete do piauí,PI,2200277.0
4564,2020-06-15,assunção do piauí,PI,2201051.0
4565,2020-06-15,buriti alegre,GO,5203906.0
4566,2020-06-15,catuípe,RS,4305009.0
4567,2020-06-15,cerrito,RS,4305124.0
4568,2020-06-15,conceição da barra de minas,MG,3115201.0
4569,2020-06-15,cristal do sul,RS,4306072.0
4570,2020-06-15,ibiracatu,MG,3129657.0
4571,2020-06-15,ibituruna,MG,3130002.0
4572,2020-06-15,lunardelli,PR,4113759.0
4573,2020-06-15,murici dos portelas,PI,2206696.0
4574,2020-06-15,nazário,GO,5214408.0
4575,2020-06-15,nova brasilândia,MT,5106208.0
4576,2020-06-15,orizona,GO,5215306.0
4577,2020-06-15,ouro verde de goiás,GO,5215405.0
4578,2020-06-15,presidente lucena,RS,4315149.0
4579,2020-06-15,santa bárbara do tugúrio,MG,3157302.0
4580,2020-06-15,são francisco de goiás,GO,5219902.0
4581,2020-06-15,são francisco do oeste,RN,2411908.0
4582,2020-06-15,são luiz do norte,GO,5220157.0
4583,2020-06-15,triunfo potiguar,RN,2414456.0
4584,2020-06-16,alto piquiri,PR,4100707.0
4585,2020-06-16,altônia,PR,4100509.0
4586,2020-06-16,barão de melgaço,MT,5101605.0
4587,2020-06-16,camalaú,PB,2503902.0
4588,2020-06-16,capão do cipó,RS,4304655.0
4589,2020-06-16,cotiporã,RS,4305959.0
4590,2020-06-16,edealina,GO,5207352.0
4591,2020-06-16,espírito santo do turvo,SP,3515194.0
4592,2020-06-16,estrela do norte,SP,3515301.0
4593,2020-06-16,iaciara,GO,5209903.0
4594,2020-06-16,imaruí,SC,4207205.0
4595,2020-06-16,inajá,PR,4110300.0
4596,2020-06-16,inocência,MS,5004403.0
4597,2020-06-16,iraceminha,SC,4207759.0
4598,2020-06-16,iraí,RS,4310504.0
4599,2020-06-16,itaara,RS,4310538.0
4600,2020-06-16,jaupaci,GO,5212006.0
4601,2020-06-16,joca marques,PI,2205458.0
4602,2020-06-16,juruena,MT,5105176.0
4603,2020-06-16,lagoão,RS,4311254.0
4604,2020-06-16,lidianópolis,PR,4113429.0
4605,2020-06-16,limeira do oeste,MG,3138625.0
4606,2020-06-16,lupércio,SP,3527801.0
4607,2020-06-16,massapê do piauí,PI,2206050.0
4608,2020-06-16,nova crixás,GO,5214838.0
4609,2020-06-16,nova pádua,RS,4313086.0
4610,2020-06-16,nova roma do sul,RS,4313359.0
4611,2020-06-16,pedra preta,RN,2409605.0
4612,2020-06-16,ponte alta do norte,SC,4213351.0
4613,2020-06-16,ponte alta,SC,4213302.0
4614,2020-06-16,quinze de novembro,RS,4315354.0
4615,2020-06-16,rubelita,MG,3156502.0
4616,2020-06-16,sul brasil,SC,4217758.0
4617,2020-06-16,são domingos do cariri,PB,2513943.0
4618,2020-06-16,são sebastião da amoreira,PR,4126009.0
4619,2020-06-16,turvelândia,GO,5221551.0
4620,2020-06-16,vera cruz,SP,3556602.0
4621,2020-06-16,zabelê,PB,2517407.0
4622,2020-06-17,alvorada do norte,GO,5200803.0
4623,2020-06-17,andré da rocha,RS,4300661.0
4624,2020-06-17,apiacás,MT,5100805.0
4625,2020-06-17,ataléia,MG,3104700.0
4626,2020-06-17,bom sucesso,PR,4103206.0
4627,2020-06-17,cerro largo,RS,4305207.0
4628,2020-06-17,diamante d'oeste,PR,4107157.0
4629,2020-06-17,faxinal do soturno,RS,4308003.0
4630,2020-06-17,formosa do oeste,PR,4108205.0
4631,2020-06-17,forquetinha,RS,4308433.0
4632,2020-06-17,granjeiro,CE,2304806.0
4633,2020-06-17,guarani de goiás,GO,5209408.0
4634,2020-06-17,guarujá do sul,SC,4206603.0
4635,2020-06-17,ibiraci,MG,3129707.0
4636,2020-06-17,jacinto,MG,3134707.0
4637,2020-06-17,jesuânia,MG,3135902.0
4638,2020-06-17,juti,MS,5005152.0
4639,2020-06-17,lagoa alegre,PI,2205557.0
4640,2020-06-17,lamim,MG,3137908.0
4641,2020-06-17,lebon régis,SC,4209706.0
4642,2020-06-17,major vieira,SC,4210308.0
